Feature ID	Taxon
1577605|Phialophora radicicola / Gaeumannomyces radicicola	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Magnaporthales;f__巨座壳科;g__Gaeumannomyces;s__Phialophora radicicola / Gaeumannomyces radicicola
1577605|Phialophora radicicola / Gaeumannomyces radicicola	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Magnaporthales;f__巨座壳科;g__Gaeumannomyces;s__Phialophora radicicola / Gaeumannomyces radicicola
1577605|Phialophora radicicola / Gaeumannomyces radicicola	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Magnaporthales;f__巨座壳科;g__Gaeumannomyces;s__Phialophora radicicola / Gaeumannomyces radicicola
82950|Pythium sylvaticum / Globisporangium sylvaticum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium sylvaticum / Globisporangium sylvaticum
82950|Pythium sylvaticum / Globisporangium sylvaticum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium sylvaticum / Globisporangium sylvaticum
82950|Pythium sylvaticum / Globisporangium sylvaticum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium sylvaticum / Globisporangium sylvaticum
196109|Microdochium bolleyi	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Xylariales;f__Microdochiaceae;g__Microdochium;s__Microdochium bolleyi
196109|Microdochium bolleyi	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Xylariales;f__Microdochiaceae;g__Microdochium;s__Microdochium bolleyi
196109|Microdochium bolleyi	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Xylariales;f__Microdochiaceae;g__Microdochium;s__Microdochium bolleyi
126844|Pythium helicoides / Phytopythium helicoides	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Phytopythium;s__Pythium helicoides / Phytopythium helicoides
126844|Pythium helicoides / Phytopythium helicoides	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Phytopythium;s__Pythium helicoides / Phytopythium helicoides
126844|Pythium helicoides / Phytopythium helicoides	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Phytopythium;s__Pythium helicoides / Phytopythium helicoides
289618|Pythium lutarium	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium lutarium
289618|Pythium lutarium	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium lutarium
289618|Pythium lutarium	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium lutarium
4799|Pythium torulosum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium torulosum
4799|Pythium torulosum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium torulosum
4799|Pythium torulosum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium torulosum
49224|Trichoderma hamatum	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma hamatum
49224|Trichoderma hamatum	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma hamatum
49224|Trichoderma hamatum	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma hamatum
97093|Trichoderma koningii	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma koningii
97093|Trichoderma koningii	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma koningii
97093|Trichoderma koningii	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma koningii
1203437|Curvularia aeria / Curvularia lunata var. aeria	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia aeria / Curvularia lunata var. aeria
1203437|Curvularia aeria / Curvularia lunata var. aeria	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia aeria / Curvularia lunata var. aeria
1203437|Curvularia aeria / Curvularia lunata var. aeria	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia aeria / Curvularia lunata var. aeria
91365|Curvularia australiensis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia australiensis
91365|Curvularia australiensis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia australiensis
91365|Curvularia australiensis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia australiensis
95742|Curvularia clavata	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia clavata
95742|Curvularia clavata	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia clavata
95742|Curvularia clavata	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia clavata
418125|Curvularia eragrostidis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia eragrostidis
418125|Curvularia eragrostidis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia eragrostidis
418125|Curvularia eragrostidis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia eragrostidis
38902|Curvularia inaequalis / Helminthosporium inaequale	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia inaequalis / Helminthosporium inaequale
38902|Curvularia inaequalis / Helminthosporium inaequale	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia inaequalis / Helminthosporium inaequale
38902|Curvularia inaequalis / Helminthosporium inaequale	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia inaequalis / Helminthosporium inaequale
95735|Curvularia intermedia / Cochliobolus intermedius	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia intermedia / Cochliobolus intermedius
95735|Curvularia intermedia / Cochliobolus intermedius	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia intermedia / Cochliobolus intermedius
95735|Curvularia intermedia / Cochliobolus intermedius	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia intermedia / Cochliobolus intermedius
318706|Curvularia pallescens	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia pallescens
318706|Curvularia pallescens	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia pallescens
318706|Curvularia pallescens	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia pallescens
215132|Curvularia senegalensis / Brachysporium senegalense	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia senegalensis / Brachysporium senegalense
215132|Curvularia senegalensis / Brachysporium senegalense	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia senegalensis / Brachysporium senegalense
215132|Curvularia senegalensis / Brachysporium senegalense	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia senegalensis / Brachysporium senegalense
1056642|Curvularia tuberculata  / Cochliobolus tuberculatus	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia tuberculata / Cochliobolus tuberculatus
1056642|Curvularia tuberculata  / Cochliobolus tuberculatus	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia tuberculata / Cochliobolus tuberculatus
1056642|Curvularia tuberculata  / Cochliobolus tuberculatus	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Curvularia tuberculata / Cochliobolus tuberculatus
145392|Helminthosporium tetramera / Curvularia spicifera/Bipolaris spicifera	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Helminthosporium tetramera / Curvularia spicifera/Bipolaris spicifera
145392|Helminthosporium tetramera / Curvularia spicifera/Bipolaris spicifera	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Helminthosporium tetramera / Curvularia spicifera/Bipolaris spicifera
145392|Helminthosporium tetramera / Curvularia spicifera/Bipolaris spicifera	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Curvularia;s__Helminthosporium tetramera / Curvularia spicifera/Bipolaris spicifera
39953|Exserohilum prolatum / Setosphaeria prolata	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Exserohilum;s__Exserohilum prolatum / Setosphaeria prolata
39953|Exserohilum prolatum / Setosphaeria prolata	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Exserohilum;s__Exserohilum prolatum / Setosphaeria prolata
39953|Exserohilum prolatum / Setosphaeria prolata	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Exserohilum;s__Exserohilum prolatum / Setosphaeria prolata
318710|Leptosphaerulina australis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Didymellaceae;g__Leptosphaerulina;s__Leptosphaerulina australis
318710|Leptosphaerulina australis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Didymellaceae;g__Leptosphaerulina;s__Leptosphaerulina australis
318710|Leptosphaerulina australis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Didymellaceae;g__Leptosphaerulina;s__Leptosphaerulina australis
1682391|Gloeocercospora sorghi / Microdochium sorghi	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Microdochium;s__Gloeocercospora sorghi / Microdochium sorghi
1682391|Gloeocercospora sorghi / Microdochium sorghi	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Microdochium;s__Gloeocercospora sorghi / Microdochium sorghi
1682391|Gloeocercospora sorghi / Microdochium sorghi	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Microdochium;s__Gloeocercospora sorghi / Microdochium sorghi
467161|Peronosclerospora sacchari	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Peronosporales;f__Peronosporaceae;g__Peronosclerospora;s__Peronosclerospora sacchari
41413|Aspergillus glaucus	k__Fungi;p__子囊菌门;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus glaucus
41413|Aspergillus glaucus	k__Fungi;p__子囊菌门;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus glaucus
41413|Aspergillus glaucus	k__Fungi;p__子囊菌门;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus glaucus
5067|Aspergillus parasiticus	k__Fungi;p__子囊菌门;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus parasiticus
5067|Aspergillus parasiticus	k__Fungi;p__子囊菌门;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus parasiticus
5067|Aspergillus parasiticus	k__Fungi;p__子囊菌门;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus parasiticus
45133|Lasiodiplodia theobromae / Botryodiplodia tubericola	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Lasiodiplodia;s__Lasiodiplodia theobromae / Botryodiplodia tubericola
45133|Lasiodiplodia theobromae / Botryodiplodia tubericola	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Lasiodiplodia;s__Lasiodiplodia theobromae / Botryodiplodia tubericola
45133|Lasiodiplodia theobromae / Botryodiplodia tubericola	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Lasiodiplodia;s__Lasiodiplodia theobromae / Botryodiplodia tubericola
1159556|Ustilaginoidea virens	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Ustilaginoidea;s__Ustilaginoidea virens
1159556|Ustilaginoidea virens	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Ustilaginoidea;s__Ustilaginoidea virens
1159556|Ustilaginoidea virens	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Ustilaginoidea;s__Ustilaginoidea virens
57143|Fusarium camptoceras	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium camptoceras
57143|Fusarium camptoceras	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium camptoceras
57143|Fusarium camptoceras	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium camptoceras
86545|Fusarium chlamydosporum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium chlamydosporum
86545|Fusarium chlamydosporum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium chlamydosporum
86545|Fusarium chlamydosporum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium chlamydosporum
48491|Fusarium concentricum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium concentricum
48491|Fusarium concentricum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium concentricum
48491|Fusarium concentricum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium concentricum
56665|Fusarium kyushuense	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium kyushuense
56665|Fusarium kyushuense	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium kyushuense
56665|Fusarium kyushuense	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium kyushuense
42676|Fusarium sacchari	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium sacchari
42676|Fusarium sacchari	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium sacchari
42676|Fusarium sacchari	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium sacchari
282271|Fusarium boothii	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium boothii
282271|Fusarium boothii	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium boothii
282271|Fusarium boothii	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium boothii
56641|Fusarium cerealis  / Fusarium crookwellense	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium cerealis / Fusarium crookwellense
56641|Fusarium cerealis  / Fusarium crookwellense	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium cerealis / Fusarium crookwellense
56641|Fusarium cerealis  / Fusarium crookwellense	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium cerealis / Fusarium crookwellense
60167|Penicillium cyclopium	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium cyclopium
60167|Penicillium cyclopium	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium cyclopium
60167|Penicillium cyclopium	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium cyclopium
28572|Penicillium funiculosum / Talaromyces funiculosus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Penicillium funiculosum / Talaromyces funiculosus
28572|Penicillium funiculosum / Talaromyces funiculosus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Penicillium funiculosum / Talaromyces funiculosus
28572|Penicillium funiculosum / Talaromyces funiculosus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Penicillium funiculosum / Talaromyces funiculosus
60134|Penicillium viridicatum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium viridicatum
60134|Penicillium viridicatum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium viridicatum
60134|Penicillium viridicatum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium viridicatum
101201|Trichoderma asperellum	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma asperellum
101201|Trichoderma asperellum	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma asperellum
101201|Trichoderma asperellum	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma asperellum
3021703|Marasmiellus inoderma	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Marasmiellus;s__Marasmiellus inoderma
160937|Marasmius graminum var. brevispora / Marasmius graminum	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Marasmiellus;s__Marasmius graminum var. brevispora / Marasmius graminum
160937|Marasmius graminum var. brevispora / Marasmius graminum	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Marasmiellus;s__Marasmius graminum var. brevispora / Marasmius graminum
160937|Marasmius graminum var. brevispora / Marasmius graminum	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Marasmiellus;s__Marasmius graminum var. brevispora / Marasmius graminum
935936|Phaeocytostroma ambiguum	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Phaeocytostroma;s__Phaeocytostroma ambiguum
935936|Phaeocytostroma ambiguum	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Phaeocytostroma;s__Phaeocytostroma ambiguum
935936|Phaeocytostroma ambiguum	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Phaeocytostroma;s__Phaeocytostroma ambiguum
140044|Pythium aristosporum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium aristosporum
140044|Pythium aristosporum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium aristosporum
140044|Pythium aristosporum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium aristosporum
27338|Sordaria fimicola	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Sordaria;s__Sordaria fimicola
27338|Sordaria fimicola	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Sordaria;s__Sordaria fimicola
27338|Sordaria fimicola	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Sordaria;s__Sordaria fimicola
255602|Trichoderma ovalisporum	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma ovalisporum
255602|Trichoderma ovalisporum	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma ovalisporum
255602|Trichoderma ovalisporum	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Hypocreales;f__肉座菌科;g__木霉属;s__Trichoderma ovalisporum
228353|Talaromyces radicus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces radicus
228353|Talaromyces radicus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces radicus
228353|Talaromyces radicus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces radicus
1682390|Microdochium seminicola	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Microdochium;s__Microdochium seminicola
1682390|Microdochium seminicola	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Microdochium;s__Microdochium seminicola
1682390|Microdochium seminicola	k__Fungi;p__子囊菌门;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Microdochium;s__Microdochium seminicola
226117|Myrothecium gramineum /Xepiculopsis graminea	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Myrothecium;s__Myrothecium gramineum /Xepiculopsis graminea
226117|Myrothecium gramineum /Xepiculopsis graminea	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Myrothecium;s__Myrothecium gramineum /Xepiculopsis graminea
226117|Myrothecium gramineum /Xepiculopsis graminea	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Myrothecium;s__Myrothecium gramineum /Xepiculopsis graminea
60171|Penicillium verrucosum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium verrucosum
60171|Penicillium verrucosum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium verrucosum
60171|Penicillium verrucosum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium verrucosum
78864|Fusarium globosum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium globosum
78864|Fusarium globosum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium globosum
78864|Fusarium globosum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium globosum
42672|Fusarium napiforme	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium napiforme
42672|Fusarium napiforme	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium napiforme
42672|Fusarium napiforme	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium napiforme
47755|Fusarium pseudonygamai	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium pseudonygamai
47755|Fusarium pseudonygamai	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium pseudonygamai
47755|Fusarium pseudonygamai	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium pseudonygamai
5062|Aspergillus oryzae	k__Fungi;p__子囊菌门;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus oryzae
5062|Aspergillus oryzae	k__Fungi;p__子囊菌门;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus oryzae
5062|Aspergillus oryzae	k__Fungi;p__子囊菌门;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus oryzae
487631|Didymella exitialis / Neoascochyta exitialis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Didymellaceae;g__Neoascochyta;s__Didymella exitialis / Neoascochyta exitialis
487631|Didymella exitialis / Neoascochyta exitialis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Didymellaceae;g__Neoascochyta;s__Didymella exitialis / Neoascochyta exitialis
487631|Didymella exitialis / Neoascochyta exitialis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Didymellaceae;g__Neoascochyta;s__Didymella exitialis / Neoascochyta exitialis
33175|Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__Phaeosphaeria herpotricha / Ophiosphaerella herpotricha
33175|Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__Phaeosphaeria herpotricha / Ophiosphaerella herpotricha
