seqid	category	marker	length	gc_pct
MPDB004629	Fungi	ITS	520	51.54
MPDB004630	Fungi	ITS	507	52.07
MPDB004631	Fungi	ITS	514	51.95
MPDB004632	Fungi	ITS	511	51.66
MPDB004633	Fungi	ITS	507	51.87
MPDB004634	Fungi	ITS	515	51.84
MPDB004635	Fungi	ITS	517	52.03
MPDB004636	Fungi	ITS	548	50.36
MPDB004637	Fungi	ITS	511	51.86
MPDB004638	Fungi	ITS	562	51.6
MPDB004639	Fungi	ITS	534	51.5
MPDB004640	Fungi	ITS	514	52.53
MPDB004641	Fungi	ITS	759	50.86
MPDB004642	Fungi	ITS	733	50.61
MPDB004643	Fungi	ITS	351	53.85
MPDB004644	Fungi	ITS	546	51.47
MPDB004645	Fungi	ITS	479	52.61
MPDB004646	Fungi	ITS	561	39.93
MPDB004647	Fungi	ITS	625	40.64
MPDB004648	Fungi	ITS	552	39.86
MPDB004649	Fungi	ITS	763	41.55
MPDB004650	Fungi	ITS	625	40.96
MPDB004651	Fungi	ITS	628	41.08
MPDB004652	Fungi	ITS	599	40.23
MPDB004653	Fungi	ITS	631	41.05
MPDB004654	Fungi	ITS	588	40.82
MPDB004655	Fungi	ITS	623	40.61
MPDB004656	Fungi	ITS	626	40.58
MPDB004657	Fungi	ITS	628	40.92
MPDB004658	Fungi	ITS	626	40.73
MPDB004659	Fungi	ITS	627	40.99
MPDB004660	Fungi	ITS	636	41.04
MPDB004661	Fungi	ITS	629	41.02
MPDB004662	Fungi	ITS	632	41.14
MPDB004663	Fungi	ITS	636	41.04
MPDB004664	Fungi	ITS	625	40.96
MPDB004665	Fungi	ITS	627	40.99
MPDB004666	Fungi	ITS	629	40.7
MPDB004667	Fungi	ITS	626	41.05
MPDB004668	Fungi	ITS	638	40.91
MPDB004669	Fungi	ITS	588	39.97
MPDB004670	Fungi	ITS	445	41.35
MPDB004671	Fungi	ITS	578	40.66
MPDB004672	Fungi	ITS	571	40.46
MPDB004673	Fungi	ITS	580	40.69
MPDB004674	Fungi	ITS	581	40.62
MPDB004675	Fungi	ITS	470	40.21
MPDB004676	Fungi	ITS	635	40.63
MPDB004677	Fungi	ITS	562	40.75
MPDB004678	Fungi	ITS	839	41.6
MPDB004679	Fungi	ITS	859	40.98
MPDB004680	Fungi	ITS	557	40.57
MPDB004681	Fungi	ITS	549	41.17
MPDB004682	Fungi	ITS	521	41.27
MPDB004683	Fungi	ITS	606	40.59
MPDB004684	Fungi	ITS	614	40.72
MPDB004685	Fungi	ITS	618	40.78
MPDB004686	Fungi	ITS	612	40.85
MPDB004687	Fungi	ITS	613	41.76
MPDB004688	Fungi	ITS	629	41.34
MPDB004689	Fungi	ITS	480	59.58
MPDB004690	Fungi	ITS	482	59.96
MPDB004691	Fungi	ITS	483	60.04
MPDB004692	Fungi	ITS	491	59.27
MPDB004693	Fungi	ITS	557	50.99
MPDB004694	Fungi	ITS	568	55.99
MPDB004695	Fungi	ITS	565	50.97
MPDB004696	Fungi	ITS	495	57.58
MPDB004697	Fungi	ITS	458	58.3
MPDB004698	Fungi	ITS	557	57.27
MPDB004699	Fungi	ITS	490	59.8
MPDB004700	Fungi	ITS	218	67.43
MPDB004701	Fungi	ITS	516	58.91
MPDB004702	Fungi	ITS	515	58.45
MPDB004703	Fungi	ITS	491	57.84
MPDB004704	Fungi	ITS	553	57.69
MPDB004705	Fungi	ITS	541	58.41
MPDB004706	Fungi	ITS	576	51.22
MPDB004707	Fungi	ITS	575	57.74
MPDB004708	Fungi	ITS	525	57.52
MPDB004709	Fungi	ITS	529	57.66
MPDB004710	Fungi	ITS	448	31.03
MPDB004711	Fungi	ITS	437	29.29
MPDB004712	Fungi	ITS	434	30.88
MPDB004713	Fungi	ITS	578	31.83
MPDB004714	Fungi	ITS	623	33.71
MPDB004715	Fungi	ITS	709	34.27
MPDB004716	Fungi	ITS	548	50.36
MPDB004717	Fungi	ITS	1330	34.51
MPDB004718	Fungi	ITS	1331	34.41
MPDB004719	Fungi	ITS	627	34.77
MPDB004720	Fungi	ITS	666	35.59
MPDB004721	Fungi	ITS	625	35.04
MPDB004722	Fungi	ITS	329	31.61
MPDB004723	Fungi	ITS	175	29.14
MPDB004724	Fungi	ITS	665	33.53
MPDB004725	Fungi	ITS	532	36.28
MPDB004726	Fungi	ITS	532	36.28
MPDB004727	Fungi	ITS	532	36.09
MPDB004728	Fungi	ITS	532	36.28
MPDB004729	Fungi	ITS	661	31.62
MPDB004730	Fungi	ITS	662	31.57
MPDB004731	Fungi	ITS	661	31.47
MPDB004732	Fungi	ITS	684	31.58
MPDB004733	Fungi	ITS	639	31.92
MPDB004734	Fungi	ITS	609	30.21
MPDB004735	Fungi	ITS	689	31.93
MPDB004736	Fungi	ITS	650	31.69
MPDB004737	Fungi	ITS	673	31.8
MPDB004738	Fungi	ITS	670	31.64
MPDB004739	Fungi	ITS	655	30.99
MPDB004740	Fungi	ITS	695	32.09
MPDB004741	Fungi	ITS	613	32.3
MPDB004742	Fungi	ITS	694	31.99
MPDB004743	Fungi	ITS	681	31.86
MPDB004744	Fungi	ITS	683	31.63
MPDB004745	Fungi	ITS	680	31.62
MPDB004746	Fungi	ITS	697	31.99
MPDB004747	Fungi	ITS	699	31.9
MPDB004748	Fungi	ITS	637	32.18
MPDB004749	Fungi	ITS	689	32.08
MPDB004750	Fungi	ITS	671	31.59
MPDB004751	Fungi	ITS	678	31.71
MPDB004752	Fungi	ITS	678	31.71
MPDB004753	Fungi	ITS	589	59.08
MPDB004754	Fungi	ITS	600	59.0
MPDB004755	Fungi	ITS	587	59.28
MPDB004756	Fungi	ITS	584	59.42
MPDB004757	Fungi	ITS	534	61.05
MPDB004758	Fungi	ITS	565	60.0
MPDB004759	Fungi	ITS	568	59.51
MPDB004760	Fungi	ITS	580	58.45
MPDB004761	Fungi	ITS	578	59.34
MPDB004762	Fungi	ITS	549	59.38
MPDB004763	Fungi	ITS	562	60.85
MPDB004764	Fungi	ITS	562	59.96
MPDB004765	Fungi	ITS	579	59.76
MPDB004766	Fungi	ITS	563	59.86
MPDB004767	Fungi	ITS	562	59.79
MPDB004768	Fungi	ITS	450	58.0
MPDB004769	Fungi	ITS	497	61.17
MPDB004770	Fungi	ITS	572	60.14
MPDB004771	Fungi	ITS	563	59.86
MPDB004772	Fungi	ITS	417	59.23
MPDB004773	Fungi	ITS	550	60.0
MPDB004774	Fungi	ITS	594	59.43
MPDB004775	Fungi	ITS	469	57.78
MPDB004776	Fungi	ITS	513	60.62
MPDB004777	Fungi	ITS	594	59.09
MPDB004778	Fungi	ITS	435	57.93
MPDB004779	Fungi	ITS	594	59.43
MPDB004780	Fungi	ITS	611	58.59
MPDB004781	Fungi	ITS	610	58.2
MPDB004782	Fungi	ITS	886	57.34
MPDB004783	Fungi	ITS	612	58.5
MPDB004784	Fungi	ITS	483	60.87
MPDB004785	Fungi	ITS	564	59.75
MPDB004786	Fungi	ITS	493	61.66
MPDB004787	Fungi	ITS	576	59.72
MPDB004788	Fungi	ITS	564	59.57
MPDB004789	Fungi	ITS	598	59.36
MPDB004790	Fungi	ITS	634	58.04
MPDB004791	Fungi	ITS	631	57.84
MPDB004792	Fungi	ITS	723	57.68
MPDB004793	Fungi	ITS	594	59.26
MPDB004794	Fungi	ITS	579	59.41
MPDB004795	Fungi	ITS	549	59.93
MPDB004796	Fungi	ITS	742	48.52
MPDB004797	Fungi	ITS	740	48.65
MPDB004798	Fungi	ITS	665	48.72
MPDB004799	Fungi	ITS	1349	49.15
MPDB004800	Fungi	ITS	721	47.99
MPDB004801	Fungi	ITS	739	49.12
MPDB004802	Fungi	ITS	570	48.07
MPDB004803	Fungi	ITS	721	49.65
MPDB004804	Fungi	ITS	699	49.07
MPDB004805	Fungi	ITS	684	48.83
MPDB004806	Fungi	ITS	716	49.3
MPDB004807	Fungi	ITS	697	49.07
MPDB004808	Fungi	ITS	711	48.95
MPDB004809	Fungi	ITS	696	48.42
MPDB004810	Fungi	ITS	755	48.87
MPDB004811	Fungi	ITS	558	48.75
MPDB004812	Fungi	ITS	718	48.19
MPDB004813	Fungi	ITS	976	48.57
MPDB004814	Fungi	ITS	721	48.27
MPDB004815	Fungi	ITS	649	48.69
MPDB004816	Fungi	ITS	619	50.24
MPDB004817	Fungi	ITS	682	48.83
MPDB004818	Fungi	ITS	1226	47.8
MPDB004819	Fungi	ITS	1217	47.66
MPDB004820	Fungi	ITS	756	44.97
MPDB004821	Fungi	ITS	643	49.46
MPDB004822	Fungi	ITS	643	49.46
MPDB004823	Fungi	ITS	643	49.46
MPDB004824	Fungi	ITS	643	49.3
MPDB004825	Fungi	ITS	643	49.46
MPDB004826	Fungi	ITS	643	49.46
MPDB004827	Fungi	ITS	690	49.13
MPDB004828	Fungi	ITS	681	48.6
MPDB004829	Fungi	ITS	479	45.93
MPDB004830	Fungi	ITS	333	45.35
MPDB004831	Fungi	ITS	458	46.29
MPDB004832	Fungi	ITS	492	45.73
MPDB004833	Fungi	ITS	536	46.08
MPDB004834	Fungi	ITS	509	46.17
MPDB004835	Fungi	ITS	516	45.35
MPDB004836	Fungi	ITS	514	46.69
MPDB004837	Fungi	ITS	493	45.64
MPDB004838	Fungi	ITS	498	45.78
MPDB004839	Fungi	ITS	505	46.14
MPDB004840	Fungi	ITS	499	45.89
MPDB004841	Fungi	ITS	530	45.28
MPDB004842	Fungi	ITS	525	45.52
MPDB004843	Fungi	ITS	515	45.63
MPDB004844	Fungi	ITS	524	45.23
MPDB004845	Fungi	ITS	481	45.74
MPDB004846	Fungi	ITS	561	45.99
MPDB004847	Fungi	ITS	497	45.27
MPDB004848	Fungi	ITS	480	46.88
MPDB004849	Fungi	ITS	496	44.96
MPDB004850	Fungi	ITS	503	45.53
MPDB004851	Fungi	ITS	509	46.17
MPDB004852	Fungi	ITS	488	45.7
MPDB004853	Fungi	ITS	576	46.01
MPDB004854	Fungi	ITS	575	45.39
MPDB004855	Fungi	ITS	576	45.83
MPDB004856	Fungi	ITS	579	45.6
MPDB004857	Fungi	ITS	425	44.71
MPDB004858	Fungi	ITS	482	45.64
MPDB004859	Fungi	ITS	482	45.64
MPDB004860	Fungi	ITS	462	45.02
MPDB004861	Fungi	ITS	438	44.75
MPDB004862	Fungi	ITS	486	45.68
MPDB004863	Fungi	ITS	418	46.17
MPDB004864	Fungi	ITS	470	43.19
MPDB004865	Fungi	ITS	509	46.17
MPDB004866	Fungi	ITS	527	45.35
MPDB004867	Fungi	ITS	459	45.97
MPDB004868	Fungi	ITS	450	45.78
MPDB004869	Fungi	ITS	465	46.45
MPDB004870	Fungi	ITS	550	45.64
MPDB004871	Fungi	ITS	538	46.28
MPDB004872	Fungi	ITS	645	42.64
MPDB004873	Fungi	ITS	647	42.66
MPDB004874	Fungi	ITS	647	42.66
MPDB004875	Fungi	ITS	647	42.97
MPDB004876	Fungi	ITS	647	42.35
MPDB004877	Fungi	ITS	647	42.35
MPDB004878	Fungi	ITS	647	42.66
MPDB004879	Fungi	ITS	685	43.5
MPDB004880	Fungi	ITS	681	43.17
MPDB004881	Fungi	ITS	681	43.32
MPDB004882	Fungi	ITS	681	43.47
MPDB004883	Fungi	ITS	683	43.19
MPDB004884	Fungi	ITS	372	43.28
MPDB004885	Fungi	ITS	372	43.01
MPDB004886	Fungi	ITS	370	43.78
MPDB004887	Fungi	ITS	371	43.13
MPDB004888	Fungi	ITS	369	43.09
MPDB004889	Fungi	ITS	370	42.97
MPDB004890	Fungi	ITS	564	41.84
MPDB004891	Fungi	ITS	685	43.65
MPDB004892	Fungi	ITS	686	43.29
MPDB004893	Fungi	ITS	686	43.15
MPDB004894	Fungi	ITS	684	43.42
MPDB004895	Fungi	ITS	647	42.66
MPDB004896	Fungi	ITS	647	42.66
MPDB004897	Fungi	ITS	645	42.48
MPDB004898	Fungi	ITS	645	42.79
MPDB004899	Fungi	ITS	646	43.03
MPDB004900	Fungi	ITS	645	42.95
MPDB004901	Fungi	ITS	645	43.1
MPDB004902	Fungi	ITS	688	43.02
MPDB004903	Fungi	ITS	687	43.38
MPDB004904	Fungi	ITS	688	43.02
MPDB004905	Fungi	ITS	601	43.59
MPDB004906	Fungi	ITS	683	43.05
MPDB004907	Fungi	ITS	678	43.81
MPDB004908	Fungi	ITS	462	41.77
MPDB004909	Fungi	ITS	598	42.81
MPDB004910	Fungi	ITS	1282	43.68
MPDB004911	Fungi	ITS	475	51.79
MPDB004912	Fungi	ITS	448	51.56
MPDB004913	Fungi	ITS	451	51.66
MPDB004914	Fungi	ITS	443	51.02
MPDB004915	Fungi	ITS	1419	51.09
MPDB004916	Fungi	ITS	1421	51.09
MPDB004917	Fungi	ITS	890	50.34
MPDB004918	Fungi	ITS	522	51.72
MPDB004919	Fungi	ITS	539	51.21
MPDB004920	Fungi	ITS	564	51.42
MPDB004921	Fungi	ITS	550	51.82
MPDB004922	Fungi	ITS	527	52.37
MPDB004923	Fungi	ITS	489	46.63
MPDB004924	Fungi	ITS	490	46.73
MPDB004925	Fungi	ITS	217	40.55
MPDB004926	Fungi	ITS	299	43.48
MPDB004927	Fungi	ITS	521	47.79
MPDB004928	Fungi	ITS	255	50.98
MPDB004929	Fungi	ITS	517	47.78
MPDB004930	Fungi	ITS	520	48.08
MPDB004931	Fungi	ITS	485	47.22
MPDB004932	Fungi	ITS	504	47.22
MPDB004933	Fungi	ITS	511	47.75
MPDB004934	Fungi	ITS	516	47.87
MPDB004935	Fungi	ITS	1100	47.73
MPDB004936	Fungi	ITS	1040	47.12
MPDB004937	Fungi	ITS	1091	47.39
MPDB004938	Fungi	ITS	503	46.52
MPDB004939	Fungi	ITS	494	47.57
MPDB004940	Fungi	ITS	513	46.78
MPDB004941	Fungi	ITS	497	46.88
MPDB004942	Fungi	ITS	519	47.78
MPDB004943	Fungi	ITS	518	48.07
MPDB004944	Fungi	ITS	517	48.16
MPDB004945	Fungi	ITS	1141	48.38
MPDB004946	Fungi	ITS	1112	48.29
MPDB004947	Fungi	ITS	1129	48.27
MPDB004948	Fungi	ITS	1058	47.35
MPDB004949	Fungi	ITS	1128	48.14
MPDB004950	Fungi	ITS	1096	47.9
MPDB004951	Fungi	ITS	1112	48.29
MPDB004952	Fungi	ITS	1036	48.07
MPDB004953	Fungi	ITS	1110	48.2
MPDB004954	Fungi	ITS	1127	48.0
MPDB004955	Fungi	ITS	1083	48.01
MPDB004956	Fungi	ITS	1110	48.11
MPDB004957	Fungi	ITS	1109	48.06
MPDB004958	Fungi	ITS	1110	48.2
MPDB004959	Fungi	ITS	1137	48.37
MPDB004960	Fungi	ITS	1123	48.26
MPDB004961	Fungi	ITS	1101	48.05
MPDB004962	Fungi	ITS	1110	48.11
MPDB004963	Fungi	ITS	541	47.13
MPDB004964	Fungi	ITS	503	46.52
MPDB004965	Fungi	ITS	462	46.75
MPDB004966	Fungi	ITS	557	56.37
MPDB004967	Fungi	ITS	556	56.47
MPDB004968	Fungi	ITS	486	56.58
MPDB004969	Fungi	ITS	509	56.97
MPDB004970	Fungi	ITS	519	56.65
MPDB004971	Fungi	ITS	535	57.01
MPDB004972	Fungi	ITS	409	58.19
MPDB004973	Fungi	ITS	606	56.6
MPDB004974	Fungi	ITS	514	56.03
MPDB004975	Fungi	ITS	364	53.85
MPDB004976	Fungi	ITS	499	55.51
MPDB004977	Fungi	ITS	503	59.05
MPDB004978	Fungi	ITS	579	55.27
MPDB004979	Fungi	ITS	573	55.67
MPDB004980	Fungi	ITS	573	55.85
MPDB004981	Fungi	ITS	573	55.5
MPDB004982	Fungi	ITS	572	55.77
MPDB004983	Fungi	ITS	574	55.4
MPDB004984	Fungi	ITS	574	55.4
MPDB004985	Fungi	ITS	573	55.32
MPDB004986	Fungi	ITS	576	55.38
MPDB004987	Fungi	ITS	571	55.69
MPDB004988	Fungi	ITS	574	55.4
MPDB004989	Fungi	ITS	572	55.07
MPDB004990	Fungi	ITS	573	55.15
MPDB004991	Fungi	ITS	552	56.52
MPDB004992	Fungi	ITS	515	56.31
MPDB004993	Fungi	ITS	536	56.9
MPDB004994	Fungi	ITS	544	56.99
MPDB004995	Fungi	ITS	541	56.93
MPDB004996	Fungi	ITS	549	55.37
MPDB004997	Fungi	ITS	658	52.74
MPDB004998	Fungi	ITS	573	56.37
MPDB004999	Fungi	ITS	584	55.82
MPDB005000	Fungi	ITS	551	55.72
MPDB005001	Fungi	ITS	541	55.27
MPDB005002	Fungi	ITS	572	56.64
MPDB005003	Fungi	ITS	551	55.54
MPDB005004	Fungi	ITS	492	55.49
MPDB005005	Fungi	ITS	501	56.69
MPDB005006	Fungi	ITS	549	55.01
MPDB005007	Fungi	ITS	649	53.47
MPDB005008	Fungi	ITS	549	55.01
MPDB005009	Fungi	ITS	527	51.61
MPDB005010	Fungi	ITS	563	51.69
MPDB005011	Fungi	ITS	566	51.77
MPDB005012	Fungi	ITS	568	51.76
MPDB005013	Fungi	ITS	564	51.95
MPDB005014	Fungi	ITS	521	50.67
MPDB005015	Fungi	ITS	433	50.35
MPDB005016	Fungi	ITS	571	52.19
MPDB005017	Fungi	ITS	529	50.09
MPDB005018	Fungi	ITS	551	49.73
MPDB005019	Fungi	ITS	494	50.0
MPDB005020	Fungi	ITS	546	50.0
MPDB005021	Fungi	ITS	486	51.44
MPDB005022	Fungi	ITS	538	50.37
MPDB005023	Fungi	ITS	547	50.09
MPDB005024	Fungi	ITS	393	49.87
MPDB005025	Fungi	ITS	513	51.07
MPDB005026	Fungi	ITS	514	50.58
MPDB005027	Fungi	ITS	525	51.81
MPDB005028	Fungi	ITS	525	50.1
MPDB005029	Fungi	ITS	549	50.09
MPDB005030	Fungi	ITS	496	50.0
MPDB005031	Fungi	ITS	222	49.55
MPDB005032	Fungi	ITS	409	51.1
MPDB005033	Fungi	ITS	562	52.31
MPDB005034	Fungi	ITS	566	52.12
MPDB005035	Fungi	ITS	444	50.45
MPDB005036	Fungi	ITS	522	50.57
MPDB005037	Fungi	ITS	480	50.0
MPDB005038	Fungi	ITS	498	50.8
MPDB005039	Fungi	ITS	506	50.0
MPDB005040	Fungi	ITS	500	49.8
MPDB005041	Fungi	ITS	516	50.39
MPDB005042	Fungi	ITS	480	49.38
MPDB005043	Fungi	ITS	483	50.31
MPDB005044	Fungi	ITS	484	49.79
MPDB005045	Fungi	ITS	534	52.06
MPDB005046	Fungi	ITS	503	50.1
MPDB005047	Fungi	ITS	516	50.39
MPDB005048	Fungi	ITS	508	50.0
MPDB005049	Fungi	ITS	509	50.1
MPDB005050	Fungi	ITS	513	49.71
MPDB005051	Fungi	ITS	570	52.63
MPDB005052	Fungi	ITS	1187	57.03
MPDB005053	Fungi	ITS	623	57.95
MPDB005054	Fungi	ITS	954	56.5
MPDB005055	Fungi	ITS	594	57.24
MPDB005056	Fungi	ITS	620	56.94
MPDB005057	Fungi	ITS	1149	57.18
MPDB005058	Fungi	ITS	1148	57.14
MPDB005059	Fungi	ITS	518	47.68
MPDB005060	Fungi	ITS	406	47.04
MPDB005061	Fungi	ITS	675	49.33
MPDB005062	Fungi	ITS	506	47.04
MPDB005063	Fungi	ITS	506	47.23
MPDB005064	Fungi	ITS	508	46.46
MPDB005065	Fungi	ITS	573	46.95
MPDB005066	Fungi	ITS	460	47.83
MPDB005067	Fungi	ITS	548	47.81
MPDB005068	Fungi	ITS	282	47.87
MPDB005069	Fungi	ITS	548	48.72
MPDB005070	Fungi	ITS	537	46.18
MPDB005071	Fungi	ITS	538	46.1
MPDB005072	Fungi	ITS	509	48.53
MPDB005073	Fungi	ITS	480	46.67
MPDB005074	Fungi	ITS	511	47.36
MPDB005075	Fungi	ITS	530	46.98
MPDB005076	Fungi	ITS	547	45.89
MPDB005077	Fungi	ITS	528	47.35
MPDB005078	Fungi	ITS	568	47.36
MPDB005079	Fungi	ITS	707	49.08
MPDB005080	Fungi	ITS	733	48.57
MPDB005081	Fungi	ITS	722	48.61
MPDB005082	Fungi	ITS	527	47.25
MPDB005083	Fungi	ITS	560	47.86
MPDB005084	Fungi	ITS	479	47.18
MPDB005085	Fungi	ITS	499	46.89
MPDB005086	Fungi	ITS	572	47.03
MPDB005087	Fungi	ITS	565	47.08
MPDB005088	Fungi	ITS	550	46.73
MPDB005089	Fungi	ITS	480	47.5
MPDB005090	Fungi	ITS	480	46.67
MPDB005091	Fungi	ITS	522	46.74
MPDB005092	Fungi	ITS	473	46.09
MPDB005093	Fungi	ITS	542	47.6
MPDB005094	Fungi	ITS	561	47.95
MPDB005095	Fungi	ITS	557	46.86
MPDB005096	Fungi	ITS	689	48.91
MPDB005097	Fungi	ITS	539	47.12
MPDB005098	Fungi	ITS	229	45.41
MPDB005099	Fungi	ITS	502	47.61
MPDB005100	Fungi	ITS	527	47.06
MPDB005101	Fungi	ITS	408	46.81
MPDB005102	Fungi	ITS	669	55.01
MPDB005103	Fungi	ITS	666	55.11
MPDB005104	Fungi	ITS	677	55.1
MPDB005105	Fungi	ITS	595	54.62
MPDB005106	Fungi	ITS	659	55.24
MPDB005107	Fungi	ITS	671	54.99
MPDB005108	Fungi	ITS	695	54.68
MPDB005109	Fungi	ITS	675	55.11
MPDB005110	Fungi	ITS	692	54.48
MPDB005111	Fungi	ITS	689	55.01
MPDB005112	Fungi	ITS	676	55.03
MPDB005113	Fungi	ITS	539	55.29
MPDB005114	Fungi	ITS	524	55.92
MPDB005115	Fungi	ITS	521	55.85
MPDB005116	Fungi	ITS	532	56.2
MPDB005117	Fungi	ITS	519	56.26
MPDB005118	Fungi	ITS	544	55.7
MPDB005119	Fungi	ITS	562	55.16
MPDB005120	Fungi	ITS	574	55.23
MPDB005121	Fungi	ITS	572	55.77
MPDB005122	Fungi	ITS	529	55.2
MPDB005123	Fungi	ITS	502	54.38
MPDB005124	Fungi	ITS	558	55.2
MPDB005125	Fungi	ITS	546	56.23
MPDB005126	Fungi	ITS	518	56.18
MPDB005127	Fungi	ITS	581	55.59
MPDB005128	Fungi	ITS	575	55.48
MPDB005129	Fungi	ITS	561	55.44
MPDB005130	Fungi	ITS	622	54.34
MPDB005131	Fungi	ITS	549	47.72
MPDB005132	Fungi	ITS	531	46.89
MPDB005133	Fungi	ITS	556	46.94
MPDB005134	Fungi	ITS	549	47.18
MPDB005135	Fungi	ITS	553	47.02
MPDB005136	Fungi	ITS	557	47.22
MPDB005137	Fungi	ITS	556	46.4
MPDB005138	Fungi	ITS	555	46.85
MPDB005139	Fungi	ITS	562	46.8
MPDB005140	Fungi	ITS	562	46.44
MPDB005141	Fungi	ITS	553	46.84
MPDB005142	Fungi	ITS	556	46.76
MPDB005143	Fungi	ITS	554	46.75
MPDB005144	Fungi	ITS	554	46.75
MPDB005145	Fungi	ITS	554	47.47
MPDB005146	Fungi	ITS	554	46.39
MPDB005147	Fungi	ITS	546	47.25
MPDB005148	Fungi	ITS	549	46.81
MPDB005149	Fungi	ITS	552	47.83
MPDB005150	Fungi	ITS	715	46.43
MPDB005151	Fungi	ITS	549	47.36
MPDB005152	Fungi	ITS	549	46.99
MPDB005153	Fungi	ITS	549	46.99
MPDB005154	Fungi	ITS	520	46.73
MPDB005155	Fungi	ITS	545	46.24
MPDB005156	Fungi	ITS	542	46.31
MPDB005157	Fungi	ITS	561	46.88
MPDB005158	Fungi	ITS	579	46.63
MPDB005159	Fungi	ITS	553	46.47
MPDB005160	Fungi	ITS	593	46.37
MPDB005161	Fungi	ITS	559	45.97
MPDB005162	Fungi	ITS	513	46.59
MPDB005163	Fungi	ITS	547	46.8
MPDB005164	Fungi	ITS	556	46.22
MPDB005165	Fungi	ITS	556	46.58
MPDB005166	Fungi	ITS	556	46.58
MPDB005167	Fungi	ITS	562	46.26
MPDB005168	Fungi	ITS	559	45.8
MPDB005169	Fungi	ITS	553	46.47
MPDB005170	Fungi	ITS	559	45.97
MPDB005171	Fungi	ITS	549	46.99
MPDB005172	Fungi	ITS	557	46.32
MPDB005173	Fungi	ITS	717	48.4
MPDB005174	Fungi	ITS	525	51.81
MPDB005175	Fungi	ITS	558	51.61
MPDB005176	Fungi	ITS	460	52.17
MPDB005177	Fungi	ITS	499	48.9
MPDB005178	Fungi	ITS	509	51.28
MPDB005179	Fungi	ITS	550	49.64
MPDB005180	Fungi	ITS	588	50.51
MPDB005181	Fungi	ITS	541	51.2
MPDB005182	Fungi	ITS	540	51.3
MPDB005183	Fungi	ITS	550	49.09
MPDB005184	Fungi	ITS	567	51.68
MPDB005185	Fungi	ITS	509	51.67
MPDB005186	Fungi	ITS	512	51.76
MPDB005187	Fungi	ITS	530	52.83
MPDB005188	Fungi	ITS	448	51.12
MPDB005189	Fungi	ITS	496	51.81
MPDB005190	Fungi	ITS	510	51.57
MPDB005191	Fungi	ITS	540	51.48
MPDB005192	Fungi	ITS	552	51.81
MPDB005193	Fungi	ITS	307	49.84
MPDB005194	Fungi	ITS	541	52.31
MPDB005195	Fungi	ITS	511	51.27
MPDB005196	Fungi	ITS	561	52.23
MPDB005197	Fungi	ITS	319	54.86
MPDB005198	Fungi	ITS	552	51.63
MPDB005199	Fungi	ITS	550	52.36
MPDB005200	Fungi	ITS	553	51.9
MPDB005201	Fungi	ITS	553	51.36
MPDB005202	Fungi	ITS	557	51.17
MPDB005203	Fungi	ITS	546	51.83
MPDB005204	Fungi	ITS	550	51.82
MPDB005205	Fungi	ITS	549	51.91
MPDB005206	Fungi	ITS	572	52.62
MPDB005207	Fungi	ITS	549	51.55
MPDB005208	Fungi	ITS	554	52.17
MPDB005209	Fungi	ITS	551	51.91
MPDB005210	Fungi	ITS	348	50.86
MPDB005211	Fungi	ITS	503	47.51
MPDB005212	Fungi	ITS	544	51.29
MPDB005213	Fungi	ITS	438	52.28
MPDB005214	Fungi	ITS	536	52.24
MPDB005215	Fungi	ITS	532	51.5
MPDB005216	Fungi	ITS	568	52.46
MPDB005217	Fungi	ITS	594	47.81
MPDB005218	Fungi	ITS	560	47.14
MPDB005219	Fungi	ITS	578	48.27
MPDB005220	Fungi	ITS	574	47.74
MPDB005221	Fungi	ITS	572	47.73
MPDB005222	Fungi	ITS	574	47.91
MPDB005223	Fungi	ITS	574	46.86
MPDB005224	Fungi	ITS	554	48.19
MPDB005225	Fungi	ITS	551	47.37
MPDB005226	Fungi	ITS	434	47.0
MPDB005227	Fungi	ITS	512	47.27
MPDB005228	Fungi	ITS	891	49.61
MPDB005229	Fungi	ITS	897	49.5
MPDB005230	Fungi	ITS	552	47.46
MPDB005231	Fungi	ITS	548	47.26
MPDB005232	Fungi	ITS	528	48.11
MPDB005233	Fungi	ITS	583	47.17
MPDB005234	Fungi	ITS	584	47.26
MPDB005235	Fungi	ITS	509	47.94
MPDB005236	Fungi	ITS	592	47.64
MPDB005237	Fungi	ITS	604	47.85
MPDB005238	Fungi	ITS	292	47.6
MPDB005239	Fungi	ITS	292	47.26
MPDB005240	Fungi	ITS	559	47.23
MPDB005241	Fungi	ITS	565	47.96
MPDB005242	Fungi	ITS	508	46.06
MPDB005243	Fungi	ITS	613	46.66
MPDB005244	Fungi	ITS	611	47.46
MPDB005245	Fungi	ITS	560	47.86
MPDB005246	Fungi	ITS	610	47.54
MPDB005247	Fungi	ITS	607	47.28
MPDB005248	Fungi	ITS	571	47.81
MPDB005249	Fungi	ITS	591	47.72
MPDB005250	Fungi	ITS	614	48.05
MPDB005251	Fungi	ITS	645	47.6
MPDB005252	Fungi	ITS	642	47.66
MPDB005253	Fungi	ITS	619	45.4
MPDB005254	Fungi	ITS	625	47.2
MPDB005255	Fungi	ITS	595	47.56
MPDB005256	Fungi	ITS	503	47.71
MPDB005257	Fungi	ITS	522	46.74
MPDB005258	Fungi	ITS	597	47.74
MPDB005259	Fungi	ITS	569	47.8
MPDB005260	Fungi	ITS	527	46.68
MPDB005261	Fungi	ITS	552	47.1
MPDB005262	Fungi	ITS	461	44.47
