seqid	taxid	species	category	accession	length	source	original_header
MPDB005536	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OQ875759.1	720	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OQ875759.1 OQ875759.1 Globisporangium spinosum isolate SP1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005537	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OQ975665.1	909	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OQ975665.1 OQ975665.1 Globisporangium spinosum strain ReWCF internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005538	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120463.1	948	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR120463.1 OR120463.1 Globisporangium spinosum isolate OEO_O41 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005539	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120465.1	963	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR120465.1 OR120465.1 Globisporangium spinosum isolate OEO_O44 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005540	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120468.1	961	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR120468.1 OR120468.1 Globisporangium spinosum isolate OEO_O48 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005541	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120530.1	956	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR120530.1 OR120530.1 Globisporangium spinosum isolate OEO_O143 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005542	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120534.1	963	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR120534.1 OR120534.1 Globisporangium spinosum isolate OEO_O147 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005543	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120550.1	952	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR120550.1 OR120550.1 Globisporangium spinosum isolate OEO_O170 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005544	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120554.1	956	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR120554.1 OR120554.1 Globisporangium spinosum isolate OEO_O176 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005545	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120564.1	958	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR120564.1 OR120564.1 Globisporangium spinosum isolate OEO_O194 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005546	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120566.1	938	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR120566.1 OR120566.1 Globisporangium spinosum isolate OEO_O201 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005547	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120571.1	962	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR120571.1 OR120571.1 Globisporangium spinosum isolate OEO_O214 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005548	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120651.1	960	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR120651.1 OR120651.1 Globisporangium spinosum isolate OEO_O348 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005549	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194626.1	945	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR194626.1 OR194626.1 Globisporangium spinosum isolate CP2018 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005550	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194628.1	951	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR194628.1 OR194628.1 Globisporangium spinosum isolate CP2020 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005551	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194629.1	960	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR194629.1 OR194629.1 Globisporangium spinosum isolate CP2021 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005552	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194631.1	783	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR194631.1 OR194631.1 Globisporangium spinosum isolate CP2023 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005553	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194757.1	626	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR194757.1 OR194757.1 Globisporangium spinosum isolate CP2166 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005554	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194764.1	799	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR194764.1 OR194764.1 Globisporangium spinosum isolate CP2173 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005555	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194824.1	865	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR194824.1 OR194824.1 Globisporangium spinosum isolate CP1963 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005556	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194834.1	935	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR194834.1 OR194834.1 Globisporangium spinosum isolate CP1973 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005557	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194845.1	939	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR194845.1 OR194845.1 Globisporangium spinosum isolate CP1984 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005558	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR511522.1	878	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR511522.1 OR511522.1 Globisporangium spinosum isolate PySp-Cu small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005559	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR604290.1	896	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|OR604290.1 OR604290.1 Globisporangium spinosum strain KACC47890 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005560	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PP033679.1	931	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|PP033679.1 PP033679.1 Globisporangium spinosum isolate ZEG 6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005561	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PP817607.1	945	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|PP817607.1 PP817607.1 Globisporangium spinosum isolate W1892 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005562	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PV390628.1	919	reference	2125998|Pythium spinosum /Globisporangium spinosum|oomycetes|PV390628.1 PV390628.1 Globisporangium spinosum isolate SAAS-ZO-P10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005563	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PZ321508.1	934	reference	2125998|Globisporangium spinosum /Pythium spinosum|fungi|种腐病 PZ321508.1 Globisporangium spinosum isolate MHGNU F145a internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005564	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PZ439652.1	679	reference	2125998|Globisporangium spinosum /Pythium spinosum|fungi|种腐病 PZ439652.1 Globisporangium spinosum isolate PUE01 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005565	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PZ810737.1	964	reference	2125998|Globisporangium spinosum /Pythium spinosum|fungi|种腐病 PZ810737.1 Globisporangium spinosum isolate Py86 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005566	230839	Peronosclerospora sorghi	oomycetes	HM236843.1	195	reference	230839|Peronosclerospora sorghi|oomycetes|HM236843.1 Peronosclerospora sorghi isolate SorghiPT3 internal transcribed spacer 1, partial sequence
MPDB005567	230839	Peronosclerospora sorghi	oomycetes	HM236843.1	195	reference	230839|Peronosclerospora sorghi|oomycetes|HM236843.1 Peronosclerospora sorghi isolate SorghiPT3 internal transcribed spacer 1, partial sequence
MPDB005568	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243060.1	822	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|AY243060.1 AY243060.1 Pythium debaryanum CHP10 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
MPDB005569	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243061.1	826	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|AY243061.1 AY243061.1 Pythium debaryanum CHP17 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
MPDB005570	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243062.1	819	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|AY243062.1 AY243062.1 Pythium debaryanum SP4 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
MPDB005571	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243063.1	823	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|AY243063.1 AY243063.1 Pythium debaryanum CHP4 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
MPDB005572	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243064.1	791	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|AY243064.1 AY243064.1 Pythium debaryanum DC7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
MPDB005573	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243065.1	794	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|AY243065.1 AY243065.1 Pythium debaryanum SP2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
MPDB005574	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY598704.2	4189	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|AY598704.2 AY598704.2 Globisporangium debaryanum strain CBS 752.96 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005575	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	HQ643519.1	944	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|HQ643519.1 HQ643519.1 Pythium debaryanum voucher CBS75296 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005576	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	KT429655.1	961	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|KT429655.1 KT429655.1 Globisporangium debaryanum isolate P16 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005577	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	KU833269.1	885	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|KU833269.1 KU833269.1 Globisporangium debaryanum strain CBS 113574 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005578	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	KX228092.1	900	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|KX228092.1 KX228092.1 Globisporangium debaryanum isolate PG1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005579	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	KX396598.1	791	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|KX396598.1 KX396598.1 Globisporangium debaryanum isolate LHR-123 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005580	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	MF115153.1	930	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|MF115153.1 MF115153.1 Globisporangium debaryanum voucher ABD:011 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005581	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	MW489834.1	900	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|MW489834.1 MW489834.1 Globisporangium debaryanum isolate Pyt_1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005582	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	OQ318505.1	755	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|OQ318505.1 OQ318505.1 Globisporangium debaryanum isolate BPd3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005583	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	OR910652.1	752	reference	231958|Pythium debaryanum /Globisporangium debaryanum|oomycetes|OR910652.1 OR910652.1 Globisporangium debaryanum isolate Hassan_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005584	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	PV849209.1	868	reference	231958|Globisporangium debaryanum/Pythium debaryanum|fungi|种腐病/苗枯病/根腐病 PV849209.1 Globisporangium debaryanum isolate SN119 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005585	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	PV849210.1	946	reference	231958|Globisporangium debaryanum/Pythium debaryanum|fungi|种腐病/苗枯病/根腐病 PV849210.1 Globisporangium debaryanum isolate SN120 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005586	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	PV849212.1	710	reference	231958|Globisporangium debaryanum/Pythium debaryanum|fungi|种腐病/苗枯病/根腐病 PV849212.1 Globisporangium debaryanum isolate SN122 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005587	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	AB468775.1	966	reference	2711123|Globisporangium rostratum/Pythium rostratum|fungi|玉米根腐苗枯病 AB468775.1 Globisporangium rostratum genes for ITS1, 5.8S rRNA, ITS2, complete sequence, strain: OPU1441
MPDB005588	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	AF310335.1	161	reference	2711123|Globisporangium rostratum (Pythium rostratum )|oomycetes|AF310335.1 AF310335.1 Pythium rostratum internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence
MPDB005589	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	AJ233456.1	982	reference	2711123|Globisporangium rostratum (Pythium rostratum )|oomycetes|AJ233456.1 AJ233456.1 Pythium rostratum ITS1, 5.8S rRNA gene and ITS2, strain DS5-7-1S
MPDB005590	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	AY598696.2	4116	reference	2711123|Globisporangium rostratum (Pythium rostratum )|oomycetes|AY598696.2 AY598696.2 Globisporangium rostratum strain CBS 533.74 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005591	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	AY753573.1	366	reference	2711123|Globisporangium rostratum (Pythium rostratum )|oomycetes|AY753573.1 AY753573.1 Pythium rostratum isolate 8H9 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence
MPDB005592	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	DQ648134.1	964	reference	2711123|Globisporangium rostratum (Pythium rostratum )|oomycetes|DQ648134.1 DQ648134.1 Pythium rostratum isolate P15645 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence
MPDB005593	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	GU258606.1	981	reference	2711123|Globisporangium rostratum (Pythium rostratum )|oomycetes|GU258606.1 GU258606.1 Pythium rostratum culture-collection WPC:11627B772 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005594	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	HQ643767.1	996	reference	2711123|Globisporangium rostratum (Pythium rostratum )|oomycetes|HQ643767.1 HQ643767.1 Pythium rostratum voucher CBS53374 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005595	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	MF446697.1	393	reference	2711123|Globisporangium rostratum (Pythium rostratum )|oomycetes|MF446697.1 MF446697.1 Globisporangium rostratum isolate Soil 0386 internal transcribed spacer 1 and 5.8S ribosomal RNA gene, partial sequence
MPDB005596	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	MK330686.1	919	reference	2711123|Globisporangium rostratum (Pythium rostratum )|oomycetes|MK330686.1 MK330686.1 Globisporangium rostratum isolate SL268 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005597	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	MT084526.1	606	reference	2711123|Globisporangium rostratum/Pythium rostratum|fungi|玉米根腐苗枯病 MT084526.1 Globisporangium rostratum isolate KW13 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005598	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	MT084527.1	893	reference	2711123|Globisporangium rostratum/Pythium rostratum|fungi|玉米根腐苗枯病 MT084527.1 Globisporangium rostratum isolate KW14 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005599	289596	Pythium adhaerens	oomycetes	AY598619.2	3926	reference	289596|Pythium adhaerens|oomycetes|AY598619.2 AY598619.2 Pythium adhaerens strain CBS 520.74 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005600	289596	Pythium adhaerens	oomycetes	HQ111456.1	805	reference	289596|Pythium adhaerens|oomycetes|HQ111456.1 HQ111456.1 Pythium adhaerens isolate CBS 127275 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005601	289596	Pythium adhaerens	oomycetes	HQ111467.1	789	reference	289596|Pythium adhaerens|oomycetes|HQ111467.1 HQ111467.1 Pythium adhaerens isolate CBS 126876 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005602	289596	Pythium adhaerens	oomycetes	HQ111468.1	785	reference	289596|Pythium adhaerens|oomycetes|HQ111468.1 HQ111468.1 Pythium adhaerens isolate CBS 127278 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005603	289596	Pythium adhaerens	oomycetes	HQ643415.1	814	reference	289596|Pythium adhaerens|oomycetes|HQ643415.1 HQ643415.1 Pythium adhaerens voucher CBS52074 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005604	289596	Pythium adhaerens	oomycetes	JQ898454.1	892	reference	289596|Pythium adhaerens|oomycetes|JQ898454.1 JQ898454.1 Pythium adhaerens 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005605	289596	Pythium adhaerens	oomycetes	KJ865241.1	794	reference	289596|Pythium adhaerens|oomycetes|KJ865241.1 KJ865241.1 Pythium adhaerens isolate 218 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005606	289596	Pythium adhaerens	oomycetes	KP063120.1	845	reference	289596|Pythium adhaerens|oomycetes|KP063120.1 KP063120.1 Pythium adhaerens isolate ArR1 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005607	289596	Pythium adhaerens	oomycetes	KP843580.1	689	reference	289596|Pythium adhaerens|oomycetes|KP843580.1 KP843580.1 Pythium adhaerens isolate Prg-05-09-379 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005608	289596	Pythium adhaerens	oomycetes	KP862937.1	816	reference	289596|Pythium adhaerens|oomycetes|KP862937.1 KP862937.1 Pythium adhaerens isolate B1-10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005609	289596	Pythium adhaerens	oomycetes	KU210085.1	777	reference	289596|Pythium adhaerens|oomycetes|KU210085.1 KU210085.1 Pythium adhaerens isolate NDSO_L_10-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005610	289596	Pythium adhaerens	oomycetes	MF115424.1	837	reference	289596|Pythium adhaerens|oomycetes|MF115424.1 MF115424.1 Pythium adhaerens voucher ABD:226 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005611	289596	Pythium adhaerens	oomycetes	OP933314.1	672	reference	289596|Pythium adhaerens|fungi|玉米根腐苗枯病 OP933314.1 Pythium adhaerens isolate 17E91 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005612	289596	Pythium adhaerens	oomycetes	OP933315.1	629	reference	289596|Pythium adhaerens|fungi|玉米根腐苗枯病 OP933315.1 Pythium adhaerens isolate 17E92 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005613	289596	Pythium adhaerens	oomycetes	OR784346.1	831	reference	289596|Pythium adhaerens|fungi|玉米根腐苗枯病 OR784346.1 Pythium adhaerens strain AZFC-RA223-2 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB005614	289598	Pythium angustatum	oomycetes	AY598623.1	2254	reference	289598|Pythium angustatum|oomycetes|AY598623.1 AY598623.1 Pythium angustatum strain CBS 522.74 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB005615	289598	Pythium angustatum	oomycetes	HQ643437.1	820	reference	289598|Pythium angustatum|oomycetes|HQ643437.1 HQ643437.1 Pythium angustatum voucher CBS52274 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB005616	289598	Pythium angustatum	oomycetes	JX271794.1	800	reference	289598|Pythium angustatum|oomycetes|JX271794.1 JX271794.1 Pythium angustatum strain IBL/2011/12/2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
