seqid	taxid	species	category	accession	length	n_count	ambiguous_count	ambiguous_bases	header_format_ok	marker_consistent	notes
MPDB003655	5017	Bipolaris zeicola (Cochliobolus carbonum)	fungi	PP921151.1	545	0	0		True	True	
MPDB003656	5017	Bipolaris zeicola (Cochliobolus carbonum)	fungi	PP961917.1	545	0	0		True	True	
MPDB003657	5017	Bipolaris zeicola (Cochliobolus carbonum)	fungi	PQ187677.1	480	0	0		True	True	
MPDB003658	5017	Bipolaris zeicola (Cochliobolus carbonum)	fungi	PQ272051.1	486	0	0		True	True	
MPDB003659	5017	Bipolaris zeicola (Cochliobolus carbonum)	fungi	PQ278104.1	580	0	0		True	True	
MPDB003660	5017	Bipolaris zeicola (Cochliobolus carbonum)	fungi	PQ289216.1	1060	0	0		True	True	
MPDB003661	5017	Bipolaris zeicola (Cochliobolus carbonum)	fungi	PQ421580.1	583	0	0		True	True	
MPDB003662	5017	Bipolaris zeicola (Cochliobolus carbonum)	fungi	PX218573.1	491	0	0		True	True	
MPDB003663	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH855386.1	509	0	0		True	True	
MPDB003664	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH858128.1	583	0	0		True	True	
MPDB003665	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH858503.1	587	0	0		True	True	
MPDB003666	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859619.1	587	0	0		True	True	
MPDB003667	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859620.1	597	0	0		True	True	
MPDB003668	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859621.1	586	0	0		True	True	
MPDB003669	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859622.1	587	0	0		True	True	
MPDB003670	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859623.1	589	0	0		True	True	
MPDB003671	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859624.1	592	0	0		True	True	
MPDB003672	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859625.1	588	0	0		True	True	
MPDB003673	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859626.1	585	0	0		True	True	
MPDB003674	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859628.1	586	0	0		True	True	
MPDB003675	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859629.1	590	0	0		True	True	
MPDB003676	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859630.1	586	0	0		True	True	
MPDB003677	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859631.1	584	0	0		True	True	
MPDB003678	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859696.1	591	0	0		True	True	
MPDB003679	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859705.1	587	0	0		True	True	
MPDB003680	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859722.1	583	0	0		True	True	
MPDB003681	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859723.1	584	0	0		True	True	
MPDB003682	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859724.1	585	0	0		True	True	
MPDB003683	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH859725.1	1073	0	0		True	True	
MPDB003684	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH864442.1	723	0	0		True	True	
MPDB003685	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH864509.1	686	0	0		True	True	
MPDB003686	5046	Sarocladium strictum (Acremonium strictum)	fungi	MH871381.1	1102	0	0		True	True	
MPDB003687	5046	Sarocladium strictum (Acremonium strictum)	fungi	PV339549.1	522	0	0		True	True	
MPDB003688	5046	Sarocladium strictum (Acremonium strictum)	fungi	PV339566.1	477	0	0		True	True	
MPDB003689	5046	Sarocladium strictum (Acremonium strictum)	fungi	PV407532.1	488	0	0		True	True	
MPDB003690	5046	Sarocladium strictum (Acremonium strictum)	fungi	PV407533.1	519	0	0		True	True	
MPDB003691	5046	Sarocladium strictum (Acremonium strictum)	fungi	PV407535.1	495	0	0		True	True	
MPDB003692	5046	Sarocladium strictum (Acremonium strictum)	fungi	PV407537.1	558	0	0		True	True	
MPDB003693	5046	Sarocladium strictum (Acremonium strictum)	fungi	PV407542.1	560	0	0		True	True	
MPDB003694	5046	Sarocladium strictum (Acremonium strictum)	fungi	PX875878.1	237	0	0		True	True	
MPDB003695	5046	Sarocladium strictum (Acremonium strictum)	fungi	PX891964.1	579	0	0		True	True	
MPDB003696	5046	Sarocladium strictum (Acremonium strictum)	fungi	PX891969.1	532	0	0		True	True	
MPDB003697	5046	Sarocladium strictum (Acremonium strictum)	fungi	PX892013.1	566	0	0		True	True	
MPDB003698	5046	Sarocladium strictum (Acremonium strictum)	fungi	PX928749.1	596	0	0		True	True	
MPDB003699	5046	Sarocladium strictum (Acremonium strictum)	fungi	PX928772.1	597	1	0		True	True	
MPDB003700	5046	Sarocladium strictum (Acremonium strictum)	fungi	PX928778.1	594	0	0		True	True	
MPDB003701	5046	Sarocladium strictum (Acremonium strictum)	fungi	PX963973.1	562	0	0		True	True	
MPDB003702	5046	Sarocladium strictum (Acremonium strictum)	fungi	PX988759.1	347	0	0		True	True	
MPDB003703	5046	Sarocladium strictum (Acremonium strictum)	fungi	PZ251243.1	552	0	0		True	True	
MPDB003704	5046	Sarocladium strictum (Acremonium strictum)	fungi	PZ362199.1	523	0	0		True	True	
MPDB003705	5046	Sarocladium strictum (Acremonium strictum)	fungi	PZ653114.1	1034	1	0		True	True	
MPDB003706	5059	Aspergillus flavus	fungi	PV911002.1	562	0	0		True	True	
MPDB003707	5059	Aspergillus flavus	fungi	PV911003.1	565	0	0		True	True	
MPDB003708	5059	Aspergillus flavus	fungi	PV911004.1	560	0	0		True	True	
MPDB003709	5059	Aspergillus flavus	fungi	PV911021.1	571	0	0		True	True	
MPDB003710	5059	Aspergillus flavus	fungi	PV911022.1	569	0	0		True	True	
MPDB003711	5059	Aspergillus flavus	fungi	PV911039.1	568	0	0		True	True	
MPDB003712	5059	Aspergillus flavus	fungi	PV911040.1	567	0	0		True	True	
MPDB003713	5059	Aspergillus flavus	fungi	PV911041.1	566	0	0		True	True	
MPDB003714	5059	Aspergillus flavus	fungi	PV911042.1	567	0	0		True	True	
MPDB003715	5059	Aspergillus flavus	fungi	PV911061.1	565	0	0		True	True	
MPDB003716	5059	Aspergillus flavus	fungi	PV911062.1	558	0	0		True	True	
MPDB003717	5059	Aspergillus flavus	fungi	PV911065.1	563	0	0		True	True	
MPDB003718	5059	Aspergillus flavus	fungi	PV911066.1	566	0	0		True	True	
MPDB003719	5059	Aspergillus flavus	fungi	PV911091.1	567	0	0		True	True	
MPDB003720	5059	Aspergillus flavus	fungi	PV911092.1	559	0	0		True	True	
MPDB003721	5059	Aspergillus flavus	fungi	PV911099.1	572	0	0		True	True	
MPDB003722	5059	Aspergillus flavus	fungi	PV911100.1	568	0	0		True	True	
MPDB003723	5059	Aspergillus flavus	fungi	PX694519.1	456	0	0		True	True	
MPDB003724	5059	Aspergillus flavus	fungi	PX696736.1	631	0	0		True	True	
MPDB003725	5059	Aspergillus flavus	fungi	PZ166306.1	474	0	0		True	True	
MPDB003726	5059	Aspergillus flavus	fungi	PZ166307.1	518	0	0		True	True	
MPDB003727	5059	Aspergillus flavus	fungi	PZ673691.1	483	0	0		True	True	
MPDB003728	5059	Aspergillus flavus	fungi	PZ742422.1	576	1	0		True	True	
MPDB003729	5059	Aspergillus flavus	fungi	PZ748288.1	521	0	0		True	True	
MPDB003730	5059	Aspergillus flavus	fungi	PZ748307.1	519	0	0		True	True	
MPDB003731	5059	Aspergillus flavus	fungi	PZ748308.1	566	0	0		True	True	
MPDB003732	5059	Aspergillus flavus	fungi	PZ748919.1	595	1	0		True	True	
MPDB003733	5059	Aspergillus flavus	fungi	PZ766598.1	543	0	0		True	True	
MPDB003734	5059	Aspergillus flavus	fungi	PZ766600.1	506	0	0		True	True	
MPDB003735	5059	Aspergillus flavus	fungi	PZ766603.1	604	0	0		True	True	
MPDB003736	5059	Aspergillus flavus	fungi	PZ766606.1	549	0	0		True	True	
MPDB003737	5059	Aspergillus flavus	fungi	PZ766607.1	596	0	0		True	True	
MPDB003738	5059	Aspergillus flavus	fungi	PZ766611.1	537	0	0		True	True	
MPDB003739	5059	Aspergillus flavus	fungi	PZ766612.1	486	0	0		True	True	
MPDB003740	5059	Aspergillus flavus	fungi	PZ766614.1	597	0	0		True	True	
MPDB003741	5059	Aspergillus flavus	fungi	PZ766615.1	548	0	0		True	True	
MPDB003742	5059	Aspergillus flavus	fungi	PZ766618.1	531	0	0		True	True	
MPDB003743	5059	Aspergillus flavus	fungi	PZ769818.1	560	5	0		True	True	
MPDB003744	5059	Aspergillus flavus	fungi	PZ780177.1	616	0	18	KMRSWY	True	True	
MPDB003745	5059	Aspergillus flavus	fungi	PZ789686.1	541	2	0		True	True	
MPDB003746	5059	Aspergillus flavus	fungi	PZ790467.1	652	0	0		True	True	
MPDB003747	5059	Aspergillus flavus	fungi	PZ794437.1	615	0	0		True	True	
MPDB003748	5059	Aspergillus flavus	fungi	PZ798434.1	508	0	3	RW	True	True	
MPDB003749	5061	Aspergillus niger	fungi	PP922460.1	587	0	0		True	True	
MPDB003750	5061	Aspergillus niger	fungi	PV910901.1	583	0	0		True	True	
MPDB003751	5061	Aspergillus niger	fungi	PV910902.1	572	0	0		True	True	
MPDB003752	5061	Aspergillus niger	fungi	PV910903.1	569	0	0		True	True	
MPDB003753	5061	Aspergillus niger	fungi	PV910904.1	565	0	0		True	True	
MPDB003754	5061	Aspergillus niger	fungi	PV910905.1	574	0	0		True	True	
MPDB003755	5061	Aspergillus niger	fungi	PV910906.1	571	0	0		True	True	
MPDB003756	5061	Aspergillus niger	fungi	PV910917.1	580	0	0		True	True	
MPDB003757	5061	Aspergillus niger	fungi	PV910918.1	571	0	0		True	True	
MPDB003758	5061	Aspergillus niger	fungi	PV910929.1	556	0	0		True	True	
MPDB003759	5061	Aspergillus niger	fungi	PV910930.1	576	0	0		True	True	
MPDB003760	5061	Aspergillus niger	fungi	PV910935.1	570	0	0		True	True	
MPDB003761	5061	Aspergillus niger	fungi	PV910936.1	591	0	0		True	True	
MPDB003762	5061	Aspergillus niger	fungi	PV910943.1	576	0	0		True	True	
MPDB003763	5061	Aspergillus niger	fungi	PV910944.1	573	0	0		True	True	
MPDB003764	5061	Aspergillus niger	fungi	PV910965.1	573	0	0		True	True	
MPDB003765	5061	Aspergillus niger	fungi	PV910966.1	567	0	0		True	True	
MPDB003766	5061	Aspergillus niger	fungi	PV910973.1	566	0	0		True	True	
MPDB003767	5061	Aspergillus niger	fungi	PV910974.1	573	0	0		True	True	
MPDB003768	5061	Aspergillus niger	fungi	PV911007.1	571	0	0		True	True	
MPDB003769	5061	Aspergillus niger	fungi	PV911008.1	571	0	0		True	True	
MPDB003770	5061	Aspergillus niger	fungi	PV911027.1	579	0	0		True	True	
MPDB003771	5061	Aspergillus niger	fungi	PV911028.1	579	0	0		True	True	
MPDB003772	5061	Aspergillus niger	fungi	PV911071.1	584	0	0		True	True	
MPDB003773	5061	Aspergillus niger	fungi	PV911072.1	573	0	0		True	True	
MPDB003774	5061	Aspergillus niger	fungi	PV911089.1	568	0	0		True	True	
MPDB003775	5061	Aspergillus niger	fungi	PV911090.1	566	0	0		True	True	
MPDB003776	5061	Aspergillus niger	fungi	PX071336.1	575	0	0		True	True	
MPDB003777	5061	Aspergillus niger	fungi	PZ740568.1	578	0	11	MRSWY	True	True	
MPDB003778	5061	Aspergillus niger	fungi	PZ742441.1	503	0	0		True	True	
MPDB003779	5061	Aspergillus niger	fungi	PZ742470.1	559	0	0		True	True	
MPDB003780	5061	Aspergillus niger	fungi	PZ742506.1	506	0	0		True	True	
MPDB003781	5061	Aspergillus niger	fungi	PZ766605.1	563	0	0		True	True	
MPDB003782	5061	Aspergillus niger	fungi	PZ766610.1	601	0	0		True	True	
MPDB003783	5061	Aspergillus niger	fungi	PZ769817.1	490	0	0		True	True	
MPDB003784	5061	Aspergillus niger	fungi	PZ794712.1	376	0	0		True	True	
MPDB003785	5061	Aspergillus niger	fungi	PZ803275.1	505	0	0		True	True	
MPDB003786	5061	Aspergillus niger	fungi	PZ805016.1	443	0	0		True	True	
MPDB003787	5061	Aspergillus niger	fungi	PZ805022.1	510	0	0		True	True	
MPDB003788	5061	Aspergillus niger	fungi	PZ810688.1	551	0	0		True	True	
MPDB003789	5061	Aspergillus niger	fungi	PZ818887.1	600	0	0		True	True	
MPDB003790	5061	Aspergillus niger	fungi	PZ830759.1	323	0	0		True	True	
MPDB003791	5061	Aspergillus niger	fungi	PZ832409.1	398	0	0		True	True	
MPDB003792	5067	Aspergillus parasiticus	fungi	LC752805.1	421	0	0		True	True	
MPDB003793	5067	Aspergillus parasiticus	fungi	MZ458570.1	969	0	0		True	True	
MPDB003794	5067	Aspergillus parasiticus	fungi	MZ503575.1	201	0	0		True	True	
MPDB003795	5067	Aspergillus parasiticus	fungi	ON797623.1	518	0	0		True	True	
MPDB003796	5067	Aspergillus parasiticus	fungi	ON797663.1	520	0	0		True	True	
MPDB003797	5067	Aspergillus parasiticus	fungi	OP247616.1	602	0	0		True	True	
MPDB003798	5067	Aspergillus parasiticus	fungi	OP329184.1	559	0	0		True	True	
MPDB003799	5067	Aspergillus parasiticus	fungi	OP802634.1	593	3	0		True	True	
MPDB003800	5067	Aspergillus parasiticus	fungi	OQ456472.1	566	0	0		True	True	
MPDB003801	5067	Aspergillus parasiticus	fungi	OQ456473.1	569	0	0		True	True	
MPDB003802	5067	Aspergillus parasiticus	fungi	OQ456475.1	561	0	0		True	True	
MPDB003803	5067	Aspergillus parasiticus	fungi	OQ519962.1	547	0	0		True	True	
MPDB003804	5067	Aspergillus parasiticus	fungi	OR005238.1	248	0	0		True	True	
MPDB003805	5067	Aspergillus parasiticus	fungi	OR005263.1	254	0	0		True	True	
MPDB003806	5067	Aspergillus parasiticus	fungi	OR005327.1	302	0	0		True	True	
MPDB003807	5067	Aspergillus parasiticus	fungi	OR095654.1	471	0	0		True	True	
MPDB003808	5067	Aspergillus parasiticus	fungi	OR287098.1	565	0	0		True	True	
MPDB003809	5067	Aspergillus parasiticus	fungi	OR392778.1	581	0	0		True	True	
MPDB003810	5067	Aspergillus parasiticus	fungi	OR754375.1	382	0	0		True	True	
MPDB003811	5067	Aspergillus parasiticus	fungi	PP177521.1	498	0	0		True	True	
MPDB003812	5067	Aspergillus parasiticus	fungi	PP717838.1	577	0	0		True	True	
MPDB003813	5067	Aspergillus parasiticus	fungi	PP814824.1	503	0	0		True	True	
MPDB003814	5067	Aspergillus parasiticus	fungi	PP851667.1	566	0	0		True	True	
MPDB003815	5067	Aspergillus parasiticus	fungi	PQ049600.1	516	0	0		True	True	
MPDB003816	5067	Aspergillus parasiticus	fungi	PQ403971.1	560	0	0		True	True	
MPDB003817	5067	Aspergillus parasiticus	fungi	PQ403972.1	700	0	0		True	True	
MPDB003818	5067	Aspergillus parasiticus	fungi	PQ460365.1	526	0	0		True	True	
MPDB003819	5067	Aspergillus parasiticus	fungi	PQ463349.1	557	0	0		True	True	
MPDB003820	5067	Aspergillus parasiticus	fungi	PQ511233.1	524	0	0		True	True	
MPDB003821	5067	Aspergillus parasiticus	fungi	PQ643988.1	640	0	0		True	True	
MPDB003822	5067	Aspergillus parasiticus	fungi	PQ644082.1	887	0	0		True	True	
MPDB003823	5067	Aspergillus parasiticus	fungi	PQ826441.1	577	0	0		True	True	
MPDB003824	5067	Aspergillus parasiticus	fungi	PV065873.1	475	0	0		True	True	
MPDB003825	5067	Aspergillus parasiticus	fungi	PV194997.1	570	0	0		True	True	
MPDB003826	5067	Aspergillus parasiticus	fungi	PV464648.1	546	0	0		True	True	
MPDB003827	5067	Aspergillus parasiticus	fungi	PX056166.1	529	0	0		True	True	
MPDB003828	5067	Aspergillus parasiticus	fungi	PX244200.1	567	0	0		True	True	
MPDB003829	5067	Aspergillus parasiticus	fungi	PX426404.1	610	0	0		True	True	
MPDB003830	5067	Aspergillus parasiticus	fungi	PX427487.1	576	0	0		True	True	
MPDB003831	5067	Aspergillus parasiticus	fungi	PX533089.1	507	0	0		True	True	
MPDB003832	5067	Aspergillus parasiticus	fungi	PZ267755.1	533	0	0		True	True	
MPDB003833	5067	Aspergillus parasiticus	fungi	PZ405196.1	529	0	0		True	True	
MPDB003834	5067	Aspergillus parasiticus	fungi	PZ742435.1	528	0	0		True	True	
MPDB003835	5076	Penicillium chrysogenum	fungi	PP231834.1	571	0	0		True	True	
MPDB003836	5076	Penicillium chrysogenum	fungi	PV836786.1	540	0	0		True	True	
MPDB003837	5076	Penicillium chrysogenum	fungi	PX071318.1	558	0	0		True	True	
MPDB003838	5076	Penicillium chrysogenum	fungi	PX071320.1	554	0	0		True	True	
MPDB003839	5076	Penicillium chrysogenum	fungi	PX071334.1	541	0	0		True	True	
MPDB003840	5076	Penicillium chrysogenum	fungi	PX071341.1	558	0	0		True	True	
MPDB003841	5076	Penicillium chrysogenum	fungi	PX071365.1	558	0	0		True	True	
MPDB003842	5076	Penicillium chrysogenum	fungi	PX071379.1	544	0	0		True	True	
MPDB003843	5076	Penicillium chrysogenum	fungi	PX071386.1	545	0	0		True	True	
MPDB003844	5076	Penicillium chrysogenum	fungi	PX071387.1	540	0	0		True	True	
MPDB003845	5076	Penicillium chrysogenum	fungi	PX071394.1	563	0	0		True	True	
MPDB003846	5076	Penicillium chrysogenum	fungi	PX071405.1	562	0	0		True	True	
MPDB003847	5076	Penicillium chrysogenum	fungi	PX071406.1	561	0	0		True	True	
MPDB003848	5076	Penicillium chrysogenum	fungi	PX071413.1	553	0	0		True	True	
MPDB003849	5076	Penicillium chrysogenum	fungi	PX071414.1	556	0	0		True	True	
MPDB003850	5076	Penicillium chrysogenum	fungi	PX071415.1	554	0	0		True	True	
MPDB003851	5076	Penicillium chrysogenum	fungi	PX071418.1	556	0	0		True	True	
MPDB003852	5076	Penicillium chrysogenum	fungi	PX071419.1	558	0	0		True	True	
MPDB003853	5076	Penicillium chrysogenum	fungi	PX071420.1	555	0	0		True	True	
MPDB003854	5076	Penicillium chrysogenum	fungi	PX071423.1	555	0	0		True	True	
MPDB003855	5076	Penicillium chrysogenum	fungi	PZ691672.1	251	0	0		True	True	
MPDB003856	5076	Penicillium chrysogenum	fungi	PZ691683.1	220	0	0		True	True	
MPDB003857	5076	Penicillium chrysogenum	fungi	PZ691689.1	242	0	0		True	True	
MPDB003858	5076	Penicillium chrysogenum	fungi	PZ691697.1	314	0	0		True	True	
MPDB003859	5076	Penicillium chrysogenum	fungi	PZ691720.1	302	0	0		True	True	
MPDB003860	5076	Penicillium chrysogenum	fungi	PZ691721.1	248	0	0		True	True	
MPDB003861	5076	Penicillium chrysogenum	fungi	PZ691881.1	290	0	0		True	True	
MPDB003862	5076	Penicillium chrysogenum	fungi	PZ691892.1	255	0	0		True	True	
MPDB003863	5076	Penicillium chrysogenum	fungi	PZ691914.1	221	0	0		True	True	
MPDB003864	5076	Penicillium chrysogenum	fungi	PZ691919.1	238	0	0		True	True	
MPDB003865	5076	Penicillium chrysogenum	fungi	PZ691981.1	146	0	0		True	True	
MPDB003866	5076	Penicillium chrysogenum	fungi	PZ692037.1	242	0	0		True	True	
MPDB003867	5076	Penicillium chrysogenum	fungi	PZ692086.1	243	0	0		True	True	
MPDB003868	5076	Penicillium chrysogenum	fungi	PZ725178.1	507	0	0		True	True	
MPDB003869	5076	Penicillium chrysogenum	fungi	PZ742421.1	534	0	0		True	True	
MPDB003870	5076	Penicillium chrysogenum	fungi	PZ742439.1	542	0	0		True	True	
MPDB003871	5076	Penicillium chrysogenum	fungi	PZ742577.1	585	0	0		True	True	
MPDB003872	5076	Penicillium chrysogenum	fungi	PZ770550.1	411	0	0		True	True	
MPDB003873	5076	Penicillium chrysogenum	fungi	PZ779405.1	496	0	0		True	True	
MPDB003874	5076	Penicillium chrysogenum	fungi	PZ780476.1	577	0	0		True	True	
MPDB003875	5076	Penicillium chrysogenum	fungi	PZ781139.1	565	0	0		True	True	
MPDB003876	5076	Penicillium chrysogenum	fungi	PZ810691.1	573	0	0		True	True	
MPDB003877	5076	Penicillium chrysogenum	fungi	PZ818892.1	609	0	0		True	True	
MPDB003878	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	LC930054.1	517	0	0		True	True	
MPDB003879	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	MH855036.1	557	0	0		True	True	
MPDB003880	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	MH857023.1	557	0	0		True	True	
MPDB003881	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	MH857321.1	564	0	11	HKMRSY	True	True	
MPDB003882	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PP922463.1	525	0	0		True	True	
MPDB003883	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PV565580.1	550	0	0		True	True	
MPDB003884	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ230286.1	500	0	0		True	True	
MPDB003885	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ246151.1	543	0	0		True	True	
MPDB003886	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ263363.1	532	0	0		True	True	
MPDB003887	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ263364.1	531	0	0		True	True	
MPDB003888	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ266611.1	494	0	0		True	True	
MPDB003889	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ266617.1	494	0	0		True	True	
MPDB003890	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ266659.1	491	0	0		True	True	
MPDB003891	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ266672.1	491	0	0		True	True	
MPDB003892	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ266781.1	496	0	0		True	True	
MPDB003893	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ266791.1	488	0	0		True	True	
MPDB003894	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ266807.1	495	0	0		True	True	
MPDB003895	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ326465.1	402	0	0		True	True	
MPDB003896	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ326751.1	533	0	0		True	True	
MPDB003897	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ327752.1	555	0	0		True	True	
MPDB003898	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ327753.1	586	0	0		True	True	
MPDB003899	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ327785.1	509	0	10	KMRSY	True	True	
MPDB003900	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ345909.1	510	0	0		True	True	
MPDB003901	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ392465.1	494	0	0		True	True	
MPDB003902	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ412649.1	522	0	0		True	True	
MPDB003903	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ456424.1	504	0	0		True	True	
MPDB003904	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ456426.1	503	0	0		True	True	
MPDB003905	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ477984.1	553	0	0		True	True	
MPDB003906	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ488920.1	562	0	0		True	True	
MPDB003907	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ488921.1	559	0	0		True	True	
MPDB003908	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ490077.1	560	0	0		True	True	
MPDB003909	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ490078.1	561	0	0		True	True	
MPDB003910	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ490079.1	559	0	0		True	True	
MPDB003911	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ490080.1	546	0	0		True	True	
MPDB003912	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ490081.1	559	0	0		True	True	
MPDB003913	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ490082.1	558	0	0		True	True	
MPDB003914	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ501424.1	484	0	0		True	True	
MPDB003915	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ501425.1	487	0	0		True	True	
MPDB003916	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ507149.1	456	0	0		True	True	
MPDB003917	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ528652.1	539	0	0		True	True	
MPDB003918	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ556455.1	537	0	0		True	True	
MPDB003919	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ728816.1	626	0	0		True	True	
MPDB003920	5127	Gibberella fujikuroi (Fusarium fujikuroi)	fungi	PZ734413.1	563	0	0		True	True	
MPDB003921	520446	Fusarium andiyazi	fungi	KP018378.1	445	0	0		True	True	
MPDB003922	520446	Fusarium andiyazi	fungi	MW016405.1	545	0	0		True	True	
MPDB003923	520446	Fusarium andiyazi	fungi	MW486496.1	528	0	0		True	True	
MPDB003924	520446	Fusarium andiyazi	fungi	MW486498.1	530	0	0		True	True	
MPDB003925	520446	Fusarium andiyazi	fungi	MW486499.1	529	0	0		True	True	
MPDB003926	520446	Fusarium andiyazi	fungi	MW486500.1	526	0	0		True	True	
MPDB003927	520446	Fusarium andiyazi	fungi	MW486501.1	529	0	0		True	True	
MPDB003928	520446	Fusarium andiyazi	fungi	MW486502.1	521	0	0		True	True	
MPDB003929	520446	Fusarium andiyazi	fungi	MW486503.1	514	0	0		True	True	
MPDB003930	520446	Fusarium andiyazi	fungi	MW486504.1	527	0	0		True	True	
MPDB003931	520446	Fusarium andiyazi	fungi	MW486505.1	521	0	0		True	True	
MPDB003932	520446	Fusarium andiyazi	fungi	MW486506.1	513	0	0		True	True	
MPDB003933	520446	Fusarium andiyazi	fungi	MW486507.1	512	0	0		True	True	
MPDB003934	520446	Fusarium andiyazi	fungi	MW486509.1	514	0	0		True	True	
MPDB003935	520446	Fusarium andiyazi	fungi	MW486510.1	527	0	0		True	True	
MPDB003936	520446	Fusarium andiyazi	fungi	MW486511.1	513	0	0		True	True	
MPDB003937	520446	Fusarium andiyazi	fungi	OL635570.1	327	0	0		True	True	
MPDB003938	520446	Fusarium andiyazi	fungi	OM758342.1	533	0	0		True	True	
MPDB003939	520446	Fusarium andiyazi	fungi	ON411483.1	983	0	0		True	True	
MPDB003940	520446	Fusarium andiyazi	fungi	ON411503.1	1001	0	0		True	True	
MPDB003941	520446	Fusarium andiyazi	fungi	ON527516.1	549	0	0		True	True	
MPDB003942	520446	Fusarium andiyazi	fungi	ON798829.1	496	0	0		True	True	
MPDB003943	520446	Fusarium andiyazi	fungi	OQ818159.1	548	0	0		True	True	
MPDB003944	520446	Fusarium andiyazi	fungi	OR137061.1	407	0	0		True	True	
MPDB003945	520446	Fusarium andiyazi	fungi	OR137062.1	251	0	0		True	True	
MPDB003946	520446	Fusarium andiyazi	fungi	OR137063.1	494	0	0		True	True	
MPDB003947	520446	Fusarium andiyazi	fungi	OR473088.1	496	0	0		True	True	
MPDB003948	520446	Fusarium andiyazi	fungi	OR473114.1	528	0	0		True	True	
MPDB003949	520446	Fusarium andiyazi	fungi	PQ416098.1	502	0	0		True	True	
MPDB003950	520446	Fusarium andiyazi	fungi	PQ416107.1	511	0	0		True	True	
