seqid	taxid	species	category	accession	source_length	marker_length	length	gc_percent	marker_region	extraction_method
MPDB005430	140044	Pythium aristosporum	oomycetes	PZ810733.1	898	829	829	45.3559	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005431	140044	Pythium aristosporum	oomycetes	PZ810734.1	897	832	832	45.3670	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005432	140044	Pythium aristosporum	oomycetes	PZ810736.1	898	833	833	45.5529	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005433	140044	Pythium aristosporum	oomycetes	PZ810742.1	850	808	808	44.8020	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005434	140044	Pythium aristosporum	oomycetes	PZ810746.1	848	806	806	44.7891	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005435	140044	Pythium aristosporum	oomycetes	PZ810748.1	852	807	807	44.7336	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005436	140044	Pythium aristosporum	oomycetes	PZ810750.1	852	807	807	44.8575	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005437	2052682	Pythium ultimum	oomycetes	LC901555.1	825	825	825	42.5455	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005438	2052682	Pythium ultimum	oomycetes	LC906641.1	844	844	844	42.5355	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005439	2052682	Pythium ultimum	oomycetes	OL342591.1	835	835	835	42.6347	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005440	2052682	Pythium ultimum	oomycetes	OL342593.1	843	843	843	42.3488	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005441	2052682	Pythium ultimum	oomycetes	OL342607.1	836	836	836	42.5837	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005442	2052682	Pythium ultimum	oomycetes	OL342609.1	821	821	821	42.8745	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005443	2052682	Pythium ultimum	oomycetes	OL342611.1	826	826	826	42.7361	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005444	2052682	Pythium ultimum	oomycetes	OL342612.1	832	832	832	42.7885	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005445	2052682	Pythium ultimum	oomycetes	OL342613.1	833	833	833	42.7371	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005446	2052682	Pythium ultimum	oomycetes	PP835989.1	869	835	835	42.3952	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005447	2052682	Pythium ultimum	oomycetes	PQ897936.1	309	283	283	41.3428	ITS1-5.8S	ITSx-region-extraction
MPDB005448	2052682	Pythium ultimum	oomycetes	PV424126.1	694	694	694	43.2277	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005449	2052682	Pythium ultimum	oomycetes	PV594455.1	738	697	697	43.6155	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005450	2052682	Pythium ultimum	oomycetes	PV776020.1	880	844	844	42.5355	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005451	2052682	Pythium ultimum	oomycetes	PV776021.1	872	846	846	42.5532	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005452	2052682	Pythium ultimum	oomycetes	PV807958.1	824	824	824	42.5971	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005453	2052682	Pythium ultimum	oomycetes	PV815413.1	821	821	821	42.7527	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005454	2052682	Pythium ultimum	oomycetes	PV815414.1	817	817	817	42.9621	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005455	2052682	Pythium ultimum	oomycetes	PV845119.1	902	843	843	42.5860	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005456	2052682	Pythium ultimum	oomycetes	PV845126.1	877	836	836	42.7033	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005457	2052682	Pythium ultimum	oomycetes	PV845129.1	833	833	833	42.6170	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005458	2052682	Pythium ultimum	oomycetes	PV845130.1	532	448	448	42.1875	ITS2	ITSx-region-extraction
MPDB005459	2052682	Pythium ultimum	oomycetes	PV845131.1	586	586	586	43.0034	5.8S-ITS2	ITSx-region-extraction
MPDB005460	2052682	Pythium ultimum	oomycetes	PV845137.1	669	669	669	42.4514	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005461	2052682	Pythium ultimum	oomycetes	PV845150.1	894	846	846	41.7258	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005462	2052682	Pythium ultimum	oomycetes	PV849267.1	898	844	844	42.6540	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005463	2052682	Pythium ultimum	oomycetes	PV849273.1	883	835	835	41.7964	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005464	2052682	Pythium ultimum	oomycetes	PV849275.1	881	835	835	42.6347	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005465	2052682	Pythium ultimum	oomycetes	PV849276.1	893	838	838	42.6014	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005466	2052682	Pythium ultimum	oomycetes	PV849277.1	889	836	836	42.5837	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005467	2052682	Pythium ultimum	oomycetes	PV849278.1	885	837	837	42.6523	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005468	2052682	Pythium ultimum	oomycetes	PV849279.1	884	837	837	42.6523	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005469	2052682	Pythium ultimum	oomycetes	PV849280.1	749	749	749	42.0561	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005470	2052682	Pythium ultimum	oomycetes	PV849283.1	891	846	846	42.5532	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005471	2052682	Pythium ultimum	oomycetes	PV849286.1	825	825	825	42.0606	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005473	2052682	Pythium ultimum	oomycetes	PX218305.1	774	774	774	42.2481	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005474	2052682	Pythium ultimum	oomycetes	PX674610.1	865	831	831	42.3586	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005475	2052682	Pythium ultimum	oomycetes	PX699629.1	898	824	824	42.5971	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005476	2052682	Pythium ultimum	oomycetes	PX890959.1	1987	824	824	42.5971	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005477	2052682	Pythium ultimum	oomycetes	PX972519.1	583	444	444	42.3423	ITS2	ITSx-region-extraction
MPDB005478	2052682	Pythium ultimum	oomycetes	PX972521.1	585	444	444	42.3423	ITS2	ITSx-region-extraction
MPDB005479	2052682	Pythium ultimum	oomycetes	PZ630447.1	889	844	844	42.7725	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005480	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	AY598644.2	4220	930	930	48.9774	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005481	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208275.1	928	928	928	49.2457	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005482	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208339.1	698	698	698	47.7077	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005483	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208340.1	743	743	743	48.5175	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005484	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208341.1	823	823	823	49.0887	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005485	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208357.1	929	929	929	50.1615	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005486	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208372.1	912	912	912	50.4386	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005487	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208376.1	919	919	919	50.1632	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005488	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208377.1	917	917	917	49.0731	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005489	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208379.1	922	922	922	49.1323	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005490	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208380.1	921	921	921	48.9663	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005491	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208381.1	923	923	923	49.0791	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005492	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208383.1	923	923	923	50.4875	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005493	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208384.1	924	924	924	49.0260	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005494	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208386.1	928	928	928	50.1080	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005495	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208388.1	925	925	925	50.2703	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005496	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208389.1	936	936	936	49.0385	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005497	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208404.1	918	918	918	49.3464	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005498	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208405.1	922	922	922	49.1323	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005499	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU208406.1	929	929	929	49.3003	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005500	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU209341.1	920	920	920	49.2391	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005501	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU209349.1	926	926	926	49.2441	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005502	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU209350.1	927	927	927	49.0831	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005503	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU209351.1	928	928	928	49.1379	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005504	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU210456.1	1025	933	933	50.1608	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005505	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU210457.1	1014	915	915	50.3825	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005506	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU210463.1	752	752	752	49.0013	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005507	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU210471.1	922	922	922	50.2714	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005508	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU210472.1	937	937	937	49.8399	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005509	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU210513.1	917	917	917	50.4907	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005510	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU210515.1	927	927	927	50.3776	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005511	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU210519.1	943	943	943	50.1591	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005512	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KU210520.1	945	945	945	50.0529	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005513	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KX788834.1	962	930	930	49.1398	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005514	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	KY433891.1	798	798	798	47.9950	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005515	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	MF963042.1	550	510	510	50.0000	5.8S-ITS2	ITSx-region-extraction
MPDB005516	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	MF963043.1	550	510	510	49.2157	5.8S-ITS2	ITSx-region-extraction
MPDB005517	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	MG799189.1	905	905	905	50.0564	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005518	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	MK886856.1	913	913	913	50.0548	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005519	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	MK910127.1	925	925	925	48.8649	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005520	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	MZ207918.1	902	902	902	49.3348	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005521	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	OR484040.1	775	775	775	48.7742	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005522	2125995	Pythium paroecandrum/ Globisporangium paroecandrum	oomycetes	PZ239895.1	512	512	512	47.6562	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005523	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	AB108006.1	916	916	916	45.4545	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005524	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	AB108007.1	916	916	916	45.5044	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005525	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	AB217665.1	916	916	916	45.5240	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005526	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	AY598701.2	4068	915	915	45.4645	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005527	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	MG799197.1	901	901	901	45.2830	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005528	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OL307779.1	739	739	739	46.2788	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005529	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OL307783.1	838	838	838	45.9427	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005530	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	ON102786.1	886	886	886	45.5982	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005531	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	ON102787.1	954	904	904	45.2809	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005532	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	ON113873.1	623	623	623	45.9069	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005533	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	ON202808.2	969	931	931	45.6498	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005534	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OP592246.1	955	926	926	45.5724	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005535	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OQ612485.1	979	917	917	45.8015	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005536	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OQ875759.1	720	720	720	45.5556	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005537	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OQ975665.1	909	848	848	45.7547	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005538	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120463.1	948	920	920	45.3261	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005539	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120465.1	963	920	920	45.3261	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005540	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120468.1	961	918	918	45.3159	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005541	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120530.1	956	910	910	45.3846	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005542	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120534.1	963	919	919	45.2666	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005543	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120550.1	952	919	919	45.2666	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005544	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120554.1	956	918	918	45.3159	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005545	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120564.1	958	919	919	45.2666	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005546	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120566.1	938	938	938	45.2026	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005547	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120571.1	962	919	919	45.2666	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005548	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR120651.1	960	918	918	45.6427	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005549	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194626.1	945	945	945	45.5508	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005550	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194628.1	951	915	915	45.8425	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005551	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194629.1	960	913	913	45.7831	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005552	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194631.1	783	783	783	46.4879	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005553	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194757.1	626	626	626	46.9649	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005554	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194764.1	799	799	799	46.5582	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005555	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194824.1	865	865	865	46.0116	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005556	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194834.1	935	935	935	45.9807	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005557	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR194845.1	939	913	913	45.7237	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005558	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR511522.1	878	843	843	45.5516	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005559	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	OR604290.1	896	896	896	45.5357	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005560	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PP033679.1	931	931	931	45.5328	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005561	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PP817607.1	945	913	913	45.2355	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005562	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PV390628.1	919	919	919	45.0490	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005563	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PZ321508.1	934	896	896	45.9821	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005564	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PZ439652.1	679	679	679	45.9499	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005565	2125998	Pythium spinosum /Globisporangium spinosum	oomycetes	PZ810737.1	964	925	925	45.9459	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005568	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243060.1	822	822	822	42.7007	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005569	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243061.1	826	826	826	43.1349	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005570	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243062.1	819	819	819	42.9621	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005571	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243063.1	823	823	823	42.8919	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005572	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243064.1	791	791	791	42.7848	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005573	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY243065.1	794	794	794	42.4968	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005574	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	AY598704.2	4189	912	912	48.9035	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005575	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	HQ643519.1	944	912	912	48.9572	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005576	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	KT429655.1	961	922	922	48.8069	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005577	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	KU833269.1	885	885	885	48.9266	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005578	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	KX228092.1	900	900	900	49.3333	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005579	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	KX396598.1	791	791	791	42.7848	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005580	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	MF115153.1	930	881	881	46.8785	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005581	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	MW489834.1	900	900	900	49.1111	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005582	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	OQ318505.1	755	755	755	47.8146	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005583	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	OR910652.1	752	752	752	43.4088	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005584	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	PV849209.1	868	868	868	48.7327	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005585	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	PV849210.1	946	946	946	49.3658	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005586	231958	Pythium debaryanum /Globisporangium debaryanum	oomycetes	PV849212.1	710	710	710	47.8873	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005587	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	AB468775.1	966	966	966	50.0000	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005589	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	AJ233456.1	982	982	982	50.4073	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005590	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	AY598696.2	4116	964	964	47.0405	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005592	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	DQ648134.1	964	964	964	46.9367	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005593	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	GU258606.1	981	981	981	50.3568	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005594	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	HQ643767.1	996	964	964	46.9854	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005595	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	MF446697.1	393	344	344	43.6047	ITS1	ITSx-region-extraction
MPDB005596	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	MK330686.1	919	919	919	47.7693	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005597	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	MT084526.1	606	606	606	47.3597	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005598	2711123	Globisporangium rostratum (Pythium rostratum )	oomycetes	MT084527.1	893	893	893	46.9205	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005599	289596	Pythium adhaerens	oomycetes	AY598619.2	3926	782	782	46.9833	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005600	289596	Pythium adhaerens	oomycetes	HQ111456.1	805	777	777	46.5894	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005601	289596	Pythium adhaerens	oomycetes	HQ111467.1	789	789	789	46.8948	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005602	289596	Pythium adhaerens	oomycetes	HQ111468.1	785	785	785	47.0064	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005603	289596	Pythium adhaerens	oomycetes	HQ643415.1	814	773	773	46.7974	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005604	289596	Pythium adhaerens	oomycetes	JQ898454.1	892	782	782	47.1867	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005605	289596	Pythium adhaerens	oomycetes	KJ865241.1	794	754	754	47.7454	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005606	289596	Pythium adhaerens	oomycetes	KP063120.1	845	807	807	46.9641	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005607	289596	Pythium adhaerens	oomycetes	KP843580.1	689	689	689	47.1698	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005608	289596	Pythium adhaerens	oomycetes	KP862937.1	816	769	769	47.2042	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005609	289596	Pythium adhaerens	oomycetes	KU210085.1	777	777	777	47.4903	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005610	289596	Pythium adhaerens	oomycetes	MF115424.1	837	787	787	47.1338	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005611	289596	Pythium adhaerens	oomycetes	OP933314.1	672	672	672	47.0765	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB005612	289596	Pythium adhaerens	oomycetes	OP933315.1	629	629	629	46.9745	ITS1-5.8S-ITS2	ITSx-region-extraction
