qseqid	reads	unite_taxonomy	unite_confidence	unite_kingdom	unite_phylum	unite_class	unite_order	unite_family	unite_genus	unite_species	unite_pathogen_species	unite_pathogen_genus	mpdb_subject	mpdb_pident	mpdb_qcovs	mpdb_species	mpdb_genus	mpdb_species_hit_ok	mpdb_genus_hit_ok	mpdb_pathogen_species	mpdb_pathogen_genus	mpdb_unite_genus_agree
ASV_ID_17589	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6775321813429566	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False		0.0	0.0			False	False	False	False	False
ASV_ID_17590	9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp	0.8409225143881169	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Hypocreales_gen_Incertae_sedis	Hypocreales sp	False	False	Xepiculopsis graminea/Myrothecium gramineum	86.647	47.0	Xepiculopsis graminea/Myrothecium gramineum	Xepiculopsis	False	False	False	False	False
ASV_ID_17591	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.9455686523164594	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Peronosclerospora miscanthi	88.732	11.0	Peronosclerospora miscanthi	Peronosclerospora	False	False	False	False	False
ASV_ID_17592	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.9534963145275935	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Peronosclerospora miscanthi	96.825	9.0	Peronosclerospora miscanthi	Peronosclerospora	False	False	False	False	False
ASV_ID_17593	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.512754865971782	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Fusarium equiseti	98.034	53.0	Fusarium equiseti	Fusarium	False	False	False	False	False
ASV_ID_17594	9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Enterocarpus;s__Enterocarpus_grenotii	0.9999934532864073	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Enterocarpus	Enterocarpus grenotii	False	False	Graphium penicillioides	83.041	68.0	Graphium penicillioides	Graphium	False	False	False	False	False
ASV_ID_17595	9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_commune	0.8430779017769929	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium commune	False	True	Fusarium proliferatum	91.493	74.0	Fusarium proliferatum	Fusarium	False	False	False	False	False
ASV_ID_17596	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.7231193498538062	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Waitea zeae (Rhizoctonia zeae)	94.22	23.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_17597	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.49610344166206827	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	95.528	70.0	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	Phaeosphaeria	False	True	False	True	False
ASV_ID_17598	9	k__Fungi;p__Chytridiomycota;c__Chytridiomycota_cls_Incertae_sedis;o__Chytridiomycota_ord_Incertae_sedis;f__Chytridiomycota_fam_Incertae_sedis;g__Chytridiomycota_gen_Incertae_sedis;s__Chytridiomycota_sp	0.5496207288666073	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota sp	False	False	Ceratobasidium cereale (Rhizoctonia cerealis)	94.012	20.0	Ceratobasidium cereale (Rhizoctonia cerealis)	Ceratobasidium	False	False	False	False	False
ASV_ID_17599	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.555054511404212	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Fusarium oxysporum	95.092	21.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_17600	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.4041157209337719	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Peronosclerospora miscanthi	96.825	9.0	Peronosclerospora miscanthi	Peronosclerospora	False	False	False	False	False
ASV_ID_17601	9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__Alpinaria;s__Alpinaria_rhododendri	0.8596813239362566	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Alpinaria	Alpinaria rhododendri	False	False	Fusarium oxysporum	86.352	59.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_17602	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.42282351462656476	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Setophoma terrestris (Phoma terrestris/Pyrenochaeta terrestris )	86.571	60.0	Setophoma terrestris (Phoma terrestris/Pyrenochaeta terrestris )	Setophoma	False	False	False	False	False
ASV_ID_17603	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6362545404739	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Eutiarosporella dactylidis	95.213	19.0	Eutiarosporella dactylidis	Eutiarosporella	False	False	False	False	False
ASV_ID_17604	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.9462921564289409	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Peronosclerospora miscanthi	88.732	11.0	Peronosclerospora miscanthi	Peronosclerospora	False	False	False	False	False
ASV_ID_17605	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5982563796697262	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Fusarium oxysporum	84.774	66.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_17606	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6392720815184602	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Waitea zeae (Rhizoctonia zeae)	90.789	15.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_17607	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.9628865891878324	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Peronosclerospora miscanthi	96.825	9.0	Peronosclerospora miscanthi	Peronosclerospora	False	False	False	False	False
ASV_ID_17608	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6841193995970658	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False		0.0	0.0			False	False	False	False	False
ASV_ID_17609	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.8825020494237236	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Peronosclerospora miscanthi	90.588	9.0	Peronosclerospora miscanthi	Peronosclerospora	False	False	False	False	False
ASV_ID_17610	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.7228937075054838	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Penicillium chrysogenum	88.867	68.0	Penicillium chrysogenum	Penicillium	False	False	False	False	False
ASV_ID_17611	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5991027611054449	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Fusarium oxysporum	93.731	49.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_17612	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.7816796039212325	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Peronosclerospora miscanthi	93.75	11.0	Peronosclerospora miscanthi	Peronosclerospora	False	False	False	False	False
ASV_ID_17613	9	k__Fungi;p__Chytridiomycota;c__Chytridiomycota_cls_Incertae_sedis;o__Chytridiomycota_ord_Incertae_sedis;f__Chytridiomycota_fam_Incertae_sedis;g__Chytridiomycota_gen_Incertae_sedis;s__Chytridiomycota_sp	0.5749878953706977	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota sp	False	False	Waitea zeae (Rhizoctonia zeae)	95.402	21.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_17614	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5587620020948705	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	88.783	57.0	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	Phaeosphaeria	False	False	False	False	False
ASV_ID_17615	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6134846230708999	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Curvularia australiensis	83.099	8.0	Curvularia australiensis	Curvularia	False	False	False	False	False
ASV_ID_17616	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.9390330490487637	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Peronosclerospora miscanthi	96.825	9.0	Peronosclerospora miscanthi	Peronosclerospora	False	False	False	False	False
ASV_ID_17617	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.498411213350348	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Botrytis cinerea	89.796	40.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_17618	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6193396411112049	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Eutiarosporella dactylidis	95.213	19.0	Eutiarosporella dactylidis	Eutiarosporella	False	False	False	False	False
ASV_ID_17619	9	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Tausonia;s__Tausonia_pullulans	0.9999999992518553	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia pullulans	False	False	Waitea zeae (Rhizoctonia zeae)	95.263	25.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_17620	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6545945507461672	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Eutiarosporella dactylidis	95.213	19.0	Eutiarosporella dactylidis	Eutiarosporella	False	False	False	False	False
ASV_ID_17621	9	k__Fungi;p__Chytridiomycota;c__Chytridiomycota_cls_Incertae_sedis;o__Chytridiomycota_ord_Incertae_sedis;f__Chytridiomycota_fam_Incertae_sedis;g__Chytridiomycota_gen_Incertae_sedis;s__Chytridiomycota_sp	0.5518105485877257	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota sp	False	False	Waitea zeae (Rhizoctonia zeae)	94.805	19.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_17622	9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_sp	0.9694314769447483	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia sp	False	False	Fusarium oxysporum	89.91	65.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_17623	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6544287797606969	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Waitea zeae (Rhizoctonia zeae)	91.195	18.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_17624	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6154413810168409	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Waitea zeae (Rhizoctonia zeae)	91.195	18.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_17625	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.9280965038686773	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Curvularia australiensis	91.667	13.0	Curvularia australiensis	Curvularia	False	False	False	False	False
ASV_ID_17626	9	k__Fungi;p__Chytridiomycota;c__Chytridiomycota_cls_Incertae_sedis;o__Chytridiomycota_ord_Incertae_sedis;f__Chytridiomycota_fam_Incertae_sedis;g__Chytridiomycota_gen_Incertae_sedis;s__Chytridiomycota_sp	0.30034221126361416	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota sp	False	False	Peronosclerospora miscanthi	93.651	12.0	Peronosclerospora miscanthi	Peronosclerospora	False	False	False	False	False
ASV_ID_17627	9	k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Gilmaniella;s__Gilmaniella_humicola	0.771378454823687	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Gilmaniella	Gilmaniella humicola	False	False	Fusarium oxysporum	93.958	49.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_17628	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.843507576669572	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Curvularia australiensis	95.0	15.0	Curvularia australiensis	Curvularia	False	False	False	False	False
ASV_ID_17629	9	k__Fungi;p__Chytridiomycota;c__Chytridiomycota_cls_Incertae_sedis;o__Chytridiomycota_ord_Incertae_sedis;f__Chytridiomycota_fam_Incertae_sedis;g__Chytridiomycota_gen_Incertae_sedis;s__Chytridiomycota_sp	0.5463095431347654	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota sp	False	False	Curvularia australiensis	95.833	15.0	Curvularia australiensis	Curvularia	False	False	False	False	False
ASV_ID_17630	9	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia_bhutanensis	0.4786984661396699	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia bhutanensis	False	False	Waitea zeae (Rhizoctonia zeae)	87.313	35.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_17631	9	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Tulosesus;s__Tulosesus_sclerocystidiosus	0.6178055262633502	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Tulosesus	Tulosesus sclerocystidiosus	False	False	Fusarium oxysporum	87.209	41.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_17632	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.7152998919921069	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Penicillium oxalicum	93.398	70.0	Penicillium oxalicum	Penicillium	False	False	False	False	False
ASV_ID_17633	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5110813322680661	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Curvularia australiensis	92.373	14.0	Curvularia australiensis	Curvularia	False	False	False	False	False
ASV_ID_17634	9	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Oliveoniaceae;g__Oliveonia;s__Oliveonia_pauxilla	0.955836597306143	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Oliveoniaceae	Oliveonia	Oliveonia pauxilla	False	False	Waitea zeae (Rhizoctonia zeae)	96.273	22.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_17635	9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusicolla;s__Fusicolla_acetilerea	0.9775787811837647	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla acetilerea	False	False	Fusarium proliferatum	88.023	74.0	Fusarium proliferatum	Fusarium	False	False	False	False	False
ASV_ID_17636	9	k__Fungi;p__Chytridiomycota;c__Chytridiomycota_cls_Incertae_sedis;o__Chytridiomycota_ord_Incertae_sedis;f__Chytridiomycota_fam_Incertae_sedis;g__Chytridiomycota_gen_Incertae_sedis;s__Chytridiomycota_sp	0.428533131090807	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota sp	False	False	Fusarium oxysporum	89.91	65.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_17637	9	k__Fungi;p__Chytridiomycota;c__Chytridiomycota_cls_Incertae_sedis;o__Chytridiomycota_ord_Incertae_sedis;f__Chytridiomycota_fam_Incertae_sedis;g__Chytridiomycota_gen_Incertae_sedis;s__Chytridiomycota_sp	0.7336958879029852	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota sp	False	False	Fusarium oxysporum	87.283	19.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_17638	9	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6286961680596149	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	90.323	40.0	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	Phaeosphaeria	False	False	False	False	False
